n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,l
0.0,5.0,0.0,1.0,4.0,8.0,3.0,0.19,4.0,1.0,0.33,10.0,1.0,0.0,15.0,0.0,3.0,1.0,22.08,5.0,552.07,0.04,29.0,0.2,30.67,110.41,0.33,2.0,4.0,9.0,0.13,10.0,19.0,7.0,7.0,23.0,25.0,16.0,-1.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.17,0.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,1.0,14.41,6.0,518.9,0.03,25.0,0.17,28.83,86.49,1.0,0.0,0.0,3.0,0.11,10.0,15.0,5.0,6.0,9.0,16.67,6.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17,0.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,3.57,4.0,57.06,0.0,9.0,0.25,3.17,14.26,1.0,0.0,0.0,2.0,0.14,4.0,5.0,1.0,2.0,7.0,0.0,6.0,-1.0
3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.13,0.0,1.0,1.0,7.0,1.0,0.0,8.0,0.0,0.0,0.0,26.46,10.4,2862.24,0.09,66.0,0.1,159.01,275.22,1.0,0.0,0.0,8.0,0.07,26.0,40.0,10.0,8.0,15.0,20.0,8.0,-1.0
0.0,3.0,2.0,0.0,1.0,4.0,2.0,0.29,2.0,2.0,1.0,6.0,1.0,0.0,7.0,1.0,2.0,1.0,27.56,6.38,1120.04,0.06,40.0,0.16,62.22,175.69,0.5,1.0,2.0,6.0,0.2,17.0,23.0,12.0,9.0,10.0,12.5,7.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,17.92,3.0,161.32,0.02,15.0,0.33,8.96,53.77,1.0,0.0,0.0,3.0,0.2,6.0,9.0,6.0,6.0,5.0,0.0,2.0,-1.0
2.0,33.0,0.0,3.0,3.0,52.0,17.0,0.57,20.0,1.0,0.06,54.0,17.0,1.0,27.0,0.0,17.0,1.0,14.96,84.62,107135.17,0.42,251.0,0.01,5951.95,1266.14,1.0,16.0,26.0,39.0,0.41,110.0,141.0,13.0,20.0,41.0,18.18,30.0,-1.0
14.0,1.0,2.0,2.0,25.0,0.0,1.0,0.05,0.0,1.0,1.0,3.0,1.0,0.0,18.0,0.0,0.0,0.0,47.18,9.47,4234.11,0.15,92.0,0.11,235.23,446.93,1.0,0.0,0.0,4.0,0.02,36.0,56.0,19.0,10.0,61.0,60.0,20.0,-1.0
1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.11,0.0,1.0,1.0,5.0,1.0,0.0,9.0,0.0,0.0,0.0,39.29,6.92,1883.25,0.09,61.0,0.14,104.63,272.03,1.0,0.0,0.0,6.0,0.07,20.0,41.0,13.0,9.0,15.0,25.0,9.0,-1.0
11.0,39.0,3.0,2.0,5.0,40.0,24.0,0.43,12.0,5.0,0.21,61.0,19.0,0.78,54.0,0.0,5.0,0.21,39.56,29.59,34648.03,0.39,193.0,0.03,1924.89,1170.76,0.79,14.0,20.0,39.0,0.32,73.0,120.0,37.0,30.0,74.0,11.48,56.0,-1.0
3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.0,1.0,1.0,2.0,1.0,0.0,10.0,0.0,1.0,1.0,78.68,1.71,231.23,0.04,33.0,0.58,12.85,134.89,1.0,0.0,0.0,3.0,0.07,16.0,17.0,14.0,3.0,14.0,0.0,10.0,-1.0
14.0,19.0,5.0,8.0,15.0,36.0,1.0,0.01,18.0,1.0,1.0,54.0,1.0,0.0,62.0,0.0,1.0,1.0,59.96,20.52,25237.81,0.41,224.0,0.05,1402.1,1230.18,1.0,9.0,18.0,46.0,0.01,101.0,123.0,32.0,13.0,102.0,27.06,70.0,-1.0
21.0,8.0,5.0,1.0,13.0,8.0,5.0,0.13,4.0,5.0,1.0,28.0,1.0,0.0,39.0,0.0,5.0,1.0,41.02,25.9,27529.73,0.35,204.0,0.04,1529.43,1062.73,0.2,2.0,4.0,25.0,0.06,68.0,136.0,21.0,16.0,77.0,26.42,40.0,-1.0
28.0,25.0,25.0,3.0,62.0,38.0,13.0,0.24,14.0,9.0,0.69,68.0,4.0,0.25,51.0,0.0,5.0,0.38,100.18,13.08,17127.51,0.44,213.0,0.08,951.53,1309.9,0.31,12.0,21.0,57.0,0.09,77.0,136.0,53.0,18.0,146.0,56.03,54.0,-1.0
2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,27.47,1.5,61.81,0.01,13.0,0.67,3.43,41.21,1.0,0.0,0.0,2.0,0.11,6.0,7.0,6.0,3.0,9.0,20.0,4.0,-1.0
2.0,11.0,0.0,7.0,1.0,16.0,6.0,0.32,6.0,1.0,0.17,18.0,5.0,0.8,12.0,0.0,6.0,1.0,11.85,19.0,4278.34,0.08,54.0,0.05,237.69,225.18,0.83,5.0,8.0,14.0,0.23,19.0,35.0,6.0,12.0,26.0,40.0,19.0,-1.0
1.0,5.0,1.0,0.0,3.0,8.0,3.0,0.16,4.0,3.0,1.0,10.0,1.0,0.0,19.0,0.0,3.0,1.0,39.3,10.5,4332.79,0.14,90.0,0.1,240.71,412.65,0.33,2.0,4.0,9.0,0.08,42.0,48.0,16.0,8.0,36.0,13.64,19.0,-1.0
1.0,3.0,1.0,0.0,2.0,4.0,2.0,0.29,2.0,1.0,0.5,6.0,1.0,0.0,7.0,0.0,2.0,1.0,9.88,5.25,272.43,0.02,15.0,0.19,15.14,51.89,0.5,1.0,2.0,6.0,0.17,6.0,9.0,4.0,7.0,12.0,22.22,7.0,-1.0
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,6.0,1.0,0.0,7.0,0.0,2.0,1.0,18.6,5.25,512.78,0.03,25.0,0.19,28.49,97.67,0.5,1.0,2.0,6.0,0.18,12.0,13.0,8.0,7.0,11.0,0.0,7.0,-1.0
6.0,29.0,4.0,2.0,2.0,48.0,15.0,0.33,20.0,11.0,0.73,50.0,1.0,0.0,44.0,0.0,15.0,1.0,57.07,16.09,14779.23,0.31,175.0,0.06,821.07,918.39,0.07,14.0,24.0,37.0,0.27,79.0,96.0,27.0,11.0,56.0,8.33,46.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,20.97,3.0,188.72,0.02,17.0,0.33,10.48,62.91,1.0,0.0,0.0,3.0,0.2,7.0,10.0,7.0,6.0,5.0,0.0,2.0,-1.0
7.0,1.0,2.0,0.0,5.0,0.0,1.0,0.03,0.0,1.0,1.0,7.0,1.0,0.0,37.0,0.0,1.0,1.0,29.44,16.8,8308.99,0.16,121.0,0.06,461.61,494.58,1.0,0.0,0.0,8.0,0.02,48.0,73.0,10.0,7.0,51.0,11.9,37.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,-1.0
6.0,5.0,3.0,0.0,9.0,8.0,3.0,0.15,4.0,3.0,1.0,14.0,1.0,0.0,20.0,0.0,0.0,0.0,32.75,10.77,3799.79,0.12,78.0,0.09,211.1,352.84,0.33,2.0,4.0,13.0,0.08,28.0,50.0,13.0,10.0,37.0,31.03,20.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,1.0,53.15,1.0,53.15,0.02,16.0,1.0,2.95,53.15,1.0,0.0,0.0,3.0,0.14,8.0,8.0,8.0,2.0,7.0,0.0,5.0,-1.0
27.0,1.0,1.0,0.0,27.0,0.0,1.0,0.0,0.0,1.0,1.0,42.0,1.0,0.0,412.0,0.0,1.0,1.0,19.25,316.29,1925547.43,2.02,1522.0,0.0,106974.86,6088.0,1.0,0.0,0.0,43.0,0.0,492.0,1030.0,7.0,9.0,468.0,6.15,412.0,-1.0
3.0,5.0,0.0,1.0,4.0,6.0,3.0,0.43,2.0,1.0,0.33,7.0,1.0,0.0,6.0,0.0,3.0,1.0,12.6,6.67,560.0,0.03,21.0,0.15,31.11,84.0,0.33,2.0,3.0,6.0,0.19,8.0,13.0,6.0,10.0,16.0,45.45,7.0,-1.0
0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.2,0.0,1.0,1.0,5.0,1.0,0.0,3.0,0.0,1.0,1.0,12.6,3.33,140.0,0.01,14.0,0.3,7.78,42.0,1.0,0.0,0.0,6.0,0.11,4.0,10.0,3.0,5.0,9.0,40.0,5.0,-1.0
2.0,9.0,0.0,1.0,0.0,10.0,5.0,0.5,2.0,1.0,0.2,11.0,5.0,1.0,9.0,0.0,4.0,0.8,17.95,7.94,1133.07,0.05,33.0,0.13,62.95,142.62,1.0,4.0,7.0,8.0,0.33,13.0,20.0,9.0,11.0,15.0,10.0,10.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,7.86,2.5,49.13,0.01,7.0,0.4,2.73,19.65,1.0,0.0,0.0,3.0,0.25,2.0,5.0,2.0,5.0,4.0,0.0,2.0,-1.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2,0.0,1.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,12.49,8.0,799.29,0.03,27.0,0.13,44.41,99.91,1.0,0.0,0.0,4.0,0.13,10.0,17.0,5.0,8.0,8.0,16.67,5.0,-1.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.07,0.0,1.0,1.0,13.0,1.0,0.0,15.0,0.0,0.0,0.0,50.84,10.29,5378.95,0.17,121.0,0.1,298.83,522.95,1.0,0.0,0.0,14.0,0.06,48.0,73.0,14.0,6.0,18.0,6.25,15.0,-1.0
4.0,15.0,0.0,2.0,10.0,26.0,8.0,0.2,12.0,1.0,0.13,30.0,4.0,0.43,38.0,0.0,0.0,0.0,56.48,23.11,30169.26,0.44,229.0,0.04,1676.07,1305.4,0.5,7.0,13.0,24.0,0.14,104.0,125.0,36.0,16.0,56.0,24.0,40.0,-1.0
1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.05,0.0,1.0,1.0,18.0,1.0,0.0,19.0,0.0,0.0,0.0,59.92,14.2,12082.81,0.28,177.0,0.07,671.27,850.9,1.0,0.0,0.0,19.0,0.04,71.0,106.0,20.0,8.0,23.0,5.0,19.0,-1.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.05,0.0,1.0,1.0,2.0,1.0,0.0,21.0,0.0,0.0,0.0,4.63,24.0,2667.68,0.04,43.0,0.04,148.2,111.15,1.0,0.0,0.0,3.0,0.04,24.0,19.0,2.0,4.0,23.0,4.55,21.0,-1.0
2.0,13.0,1.0,0.0,9.0,16.0,7.0,0.33,4.0,1.0,0.14,18.0,7.0,1.0,21.0,0.0,1.0,0.14,22.23,16.0,5691.91,0.12,74.0,0.06,316.22,355.74,1.0,6.0,10.0,13.0,0.2,32.0,42.0,14.0,14.0,35.0,30.0,21.0,-1.0
2.0,5.0,2.0,0.0,3.0,8.0,3.0,0.12,4.0,3.0,1.0,11.0,1.0,0.0,26.0,0.0,3.0,1.0,37.91,14.32,7772.51,0.18,105.0,0.07,431.81,542.84,0.33,2.0,4.0,10.0,0.08,45.0,60.0,22.0,14.0,37.0,10.34,26.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,8.0,3.0,72.0,0.01,8.0,0.33,4.0,24.0,1.0,0.0,0.0,3.0,0.17,2.0,6.0,2.0,6.0,6.0,0.0,2.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11,0.0,1.0,1.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,7.4,1.5,16.64,0.0,7.0,0.67,0.92,11.09,1.0,0.0,0.0,3.0,0.1,6.0,1.0,2.0,1.0,10.0,0.0,9.0,-1.0
3.0,11.0,1.0,0.0,0.0,20.0,6.0,0.03,10.0,1.0,0.17,36.0,1.0,0.0,187.0,0.0,1.0,0.17,894.09,6.47,37418.93,1.93,768.0,0.15,2078.83,5784.1,0.17,5.0,10.0,32.0,0.03,386.0,382.0,179.0,6.0,191.0,0.0,187.0,-1.0
2.0,13.0,4.0,6.0,6.0,16.0,8.0,0.13,8.0,8.0,1.0,26.0,1.0,0.0,57.0,0.0,8.0,1.0,28.4,29.22,24245.57,0.28,152.0,0.03,1346.98,829.83,0.13,4.0,8.0,20.0,0.11,64.0,88.0,23.0,21.0,73.0,17.39,63.0,-1.0
11.0,35.0,6.0,2.0,14.0,62.0,18.0,0.27,26.0,13.0,0.72,63.0,1.0,0.0,65.0,0.0,18.0,1.0,65.2,24.5,39133.83,0.53,286.0,0.04,2174.1,1597.3,0.06,18.0,31.0,47.0,0.19,119.0,167.0,34.0,14.0,94.0,19.75,67.0,-1.0
3.0,3.0,0.0,2.0,1.0,4.0,2.0,0.29,2.0,1.0,0.5,5.0,1.0,0.0,5.0,0.0,2.0,1.0,10.33,4.5,209.28,0.02,14.0,0.22,11.63,46.51,0.5,1.0,2.0,5.0,0.15,6.0,8.0,4.0,6.0,13.0,37.5,7.0,-1.0
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.25,4.0,1.0,0.33,9.0,1.0,0.0,12.0,0.0,3.0,1.0,17.92,4.0,286.8,0.02,20.0,0.25,15.93,71.7,0.33,2.0,4.0,8.0,0.18,8.0,12.0,6.0,6.0,17.0,0.0,12.0,-1.0
1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,39.26,3.2,402.06,0.04,33.0,0.31,22.34,125.64,1.0,0.0,0.0,5.0,0.13,16.0,17.0,10.0,4.0,8.0,0.0,4.0,-1.0
1.0,5.0,1.0,1.0,0.0,8.0,3.0,0.3,4.0,1.0,0.33,13.0,1.0,0.0,9.0,0.0,0.0,0.0,11.8,10.0,1180.28,0.04,31.0,0.1,65.57,118.03,0.33,2.0,4.0,12.0,0.23,15.0,16.0,6.0,8.0,13.0,10.0,10.0,-1.0
3.0,9.0,8.0,0.0,4.0,16.0,5.0,0.19,8.0,5.0,1.0,21.0,1.0,0.0,26.0,0.0,1.0,0.2,19.04,13.0,3217.21,0.08,65.0,0.08,178.73,247.48,0.2,4.0,8.0,18.0,0.14,26.0,39.0,7.0,7.0,35.0,13.33,26.0,-1.0
25.0,11.0,3.0,0.0,0.0,20.0,6.0,0.29,10.0,2.0,0.33,25.0,1.0,0.0,21.0,0.0,3.0,0.5,32.63,16.76,9168.64,0.18,105.0,0.06,509.37,546.99,0.17,5.0,10.0,21.0,0.12,44.0,61.0,21.0,16.0,49.0,0.0,21.0,-1.0
1.0,7.0,5.0,0.0,6.0,8.0,4.0,0.29,2.0,2.0,0.5,14.0,1.0,0.0,14.0,0.0,0.0,0.0,37.37,9.55,3405.1,0.12,69.0,0.1,189.17,356.72,0.25,3.0,4.0,12.0,0.17,30.0,39.0,22.0,14.0,23.0,30.0,14.0,-1.0
12.0,1.0,2.0,2.0,25.0,0.0,1.0,0.06,0.0,1.0,1.0,3.0,1.0,0.0,15.0,0.0,0.0,0.0,39.26,8.24,2662.74,0.11,68.0,0.12,147.93,323.33,1.0,0.0,0.0,4.0,0.02,28.0,40.0,17.0,10.0,56.0,64.29,17.0,-1.0
3.0,25.0,0.0,18.0,9.0,40.0,13.0,0.19,16.0,1.0,0.08,43.0,9.0,0.67,50.0,0.0,12.0,0.92,22.12,57.0,71859.2,0.42,242.0,0.02,3992.18,1260.69,0.69,12.0,20.0,32.0,0.15,108.0,134.0,18.0,19.0,86.0,35.06,68.0,-1.0
1.0,1.0,3.0,0.0,9.0,0.0,1.0,0.04,0.0,1.0,1.0,6.0,1.0,0.0,26.0,0.0,0.0,0.0,89.88,6.23,3489.23,0.19,112.0,0.16,193.85,560.0,1.0,0.0,0.0,7.0,0.03,54.0,58.0,26.0,6.0,37.0,25.71,26.0,-1.0
1.0,3.0,1.0,1.0,0.0,4.0,2.0,0.33,2.0,1.0,0.5,8.0,1.0,0.0,5.0,0.0,0.0,0.0,10.34,10.83,1213.33,0.04,28.0,0.09,67.41,112.0,0.5,1.0,2.0,8.0,0.22,13.0,15.0,6.0,10.0,9.0,16.67,6.0,-1.0
1.0,3.0,0.0,1.0,1.0,4.0,2.0,0.33,2.0,1.0,0.5,6.0,1.0,0.0,5.0,1.0,2.0,1.0,10.95,6.0,394.38,0.02,19.0,0.17,21.91,65.73,0.5,1.0,2.0,6.0,0.2,10.0,9.0,5.0,6.0,10.0,28.57,6.0,-1.0
1.0,3.0,2.0,1.0,0.0,4.0,2.0,0.18,2.0,2.0,1.0,6.0,1.0,0.0,10.0,0.0,2.0,1.0,24.53,6.8,1134.22,0.06,40.0,0.15,63.01,166.8,0.5,1.0,2.0,6.0,0.12,17.0,23.0,10.0,8.0,17.0,9.09,11.0,-1.0
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,9.05,2.0,36.19,0.01,7.0,0.5,2.0,18.09,1.0,0.0,0.0,4.0,0.2,2.0,5.0,2.0,4.0,5.0,0.0,2.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,13.0,3.0,117.0,0.01,13.0,0.33,6.5,39.0,1.0,0.0,0.0,2.0,0.2,6.0,7.0,4.0,4.0,5.0,0.0,3.0,-1.0
187.0,61.0,20.0,0.0,162.0,90.0,31.0,0.03,30.0,16.0,0.52,282.0,17.0,0.53,1079.0,0.0,7.0,0.23,649.55,43.39,1222822.28,9.39,3551.0,0.02,67934.57,28183.0,0.55,30.0,45.0,253.0,0.02,1242.0,2309.0,229.0,16.0,1430.0,13.05,1079.0,-1.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,7.74,1.5,17.41,0.0,5.0,0.67,0.97,11.61,1.0,0.0,0.0,3.0,0.2,2.0,3.0,2.0,3.0,5.0,0.0,3.0,-1.0
15.0,1.0,2.0,2.0,25.0,0.0,1.0,0.05,0.0,1.0,1.0,3.0,1.0,0.0,19.0,0.0,0.0,0.0,60.37,9.43,5366.74,0.19,116.0,0.11,298.15,569.2,1.0,0.0,0.0,4.0,0.02,44.0,72.0,21.0,9.0,63.0,58.7,21.0,-1.0
12.0,3.0,3.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,7.0,1.0,0.0,8.0,0.0,2.0,1.0,24.92,5.45,741.46,0.05,32.0,0.18,41.19,135.93,0.5,1.0,2.0,7.0,0.09,15.0,17.0,11.0,8.0,23.0,0.0,8.0,-1.0
0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,15.85,2.0,63.4,0.01,10.0,0.5,3.52,31.7,1.0,0.0,0.0,5.0,0.17,5.0,5.0,5.0,4.0,6.0,0.0,4.0,-1.0
9.0,23.0,8.0,1.0,0.0,42.0,12.0,0.16,20.0,7.0,0.58,48.0,1.0,0.0,72.0,0.0,9.0,0.75,47.74,31.17,46373.73,0.5,254.0,0.03,2576.32,1487.93,0.08,11.0,21.0,38.0,0.14,102.0,152.0,36.0,22.0,88.0,1.37,73.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,11.63,2.0,46.53,0.01,9.0,0.5,2.58,23.26,1.0,0.0,0.0,2.0,0.2,4.0,5.0,3.0,3.0,5.0,0.0,3.0,-1.0
2.0,7.0,0.0,1.0,1.0,10.0,4.0,0.29,4.0,1.0,0.25,11.0,3.0,0.67,13.0,2.0,4.0,1.0,18.91,10.45,2065.48,0.07,45.0,0.1,114.75,197.65,0.75,3.0,5.0,9.0,0.2,19.0,26.0,10.0,11.0,20.0,13.33,14.0,-1.0
23.0,1.0,2.0,2.0,25.0,0.0,1.0,0.03,0.0,1.0,1.0,3.0,1.0,0.0,33.0,0.0,0.0,0.0,90.04,11.57,12056.16,0.35,200.0,0.09,669.79,1041.89,1.0,0.0,0.0,4.0,0.01,72.0,128.0,28.0,9.0,85.0,45.0,35.0,-1.0
3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.13,0.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,38.31,6.67,1702.75,0.09,55.0,0.15,94.6,255.41,1.0,0.0,0.0,2.0,0.05,20.0,35.0,15.0,10.0,22.0,27.27,8.0,-1.0
2.0,3.0,0.0,0.0,4.0,4.0,2.0,0.18,2.0,1.0,0.5,6.0,1.0,0.0,11.0,0.0,1.0,0.5,24.32,6.0,875.68,0.05,35.0,0.17,48.65,145.95,0.5,1.0,2.0,6.0,0.1,15.0,20.0,10.0,8.0,20.0,26.67,11.0,-1.0
21.0,3.0,1.0,0.0,0.0,4.0,2.0,0.12,2.0,1.0,0.5,7.0,1.0,0.0,17.0,0.0,2.0,1.0,30.64,8.18,2050.94,0.08,58.0,0.12,113.94,250.67,0.5,1.0,2.0,7.0,0.05,20.0,38.0,11.0,9.0,41.0,0.0,17.0,-1.0
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,10.8,2.5,67.5,0.01,9.0,0.4,3.75,27.0,1.0,0.0,0.0,4.0,0.2,3.0,6.0,3.0,5.0,5.0,0.0,3.0,-1.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.01,0.0,1.0,0.0,1.0,67.0,0.0,1.0,-1.0
0.0,7.0,1.0,0.0,0.0,10.0,4.0,0.8,2.0,4.0,1.0,12.0,1.0,0.0,5.0,0.0,4.0,1.0,14.75,8.0,944.22,0.04,31.0,0.13,52.46,118.03,0.25,4.0,5.0,10.0,0.57,12.0,19.0,6.0,8.0,7.0,0.0,5.0,-1.0
19.0,21.0,4.0,1.0,30.0,34.0,11.0,0.09,16.0,3.0,0.27,57.0,5.0,0.4,128.0,0.0,10.0,0.91,54.46,47.18,121239.71,0.86,435.0,0.02,6735.54,2569.5,0.45,9.0,17.0,48.0,0.06,163.0,272.0,38.0,22.0,180.0,19.5,129.0,-1.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,0.2,1.0,3.0,1.0,3.0,5.0,0.0,2.0,-1.0
2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,1.0,0.17,3.0,1.0,0.0,0.0,3.0,0.14,2.0,1.0,1.0,1.0,7.0,0.0,4.0,-1.0
11.0,23.0,9.0,5.0,22.0,42.0,12.0,0.17,20.0,9.0,0.75,54.0,3.0,0.18,66.0,0.0,8.0,0.67,60.24,18.64,20938.3,0.37,199.0,0.05,1163.24,1123.13,0.25,11.0,21.0,44.0,0.1,87.0,112.0,35.0,15.0,123.0,29.03,71.0,-1.0
0.0,17.0,1.0,3.0,3.0,24.0,9.0,0.27,8.0,3.0,0.33,30.0,8.0,0.88,30.0,2.0,7.0,0.78,15.55,36.0,20153.67,0.19,113.0,0.03,1119.65,559.82,0.89,8.0,12.0,23.0,0.24,52.0,61.0,13.0,18.0,38.0,16.67,33.0,-1.0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.22,2.0,1.0,0.5,7.0,1.0,0.0,9.0,1.0,2.0,1.0,13.29,3.75,186.86,0.02,15.0,0.27,10.38,49.83,0.5,1.0,2.0,7.0,0.18,5.0,10.0,4.0,6.0,11.0,0.0,9.0,-1.0
0.0,5.0,3.0,0.0,1.0,6.0,3.0,0.33,2.0,2.0,0.67,10.0,3.0,1.0,9.0,0.0,3.0,1.0,20.32,10.91,2418.05,0.07,49.0,0.09,134.34,221.65,1.0,2.0,3.0,9.0,0.21,20.0,29.0,11.0,12.0,14.0,10.0,9.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,9.51,0.5,2.38,0.0,3.0,2.0,0.13,4.75,1.0,0.0,0.0,2.0,0.2,2.0,1.0,2.0,1.0,5.0,0.0,4.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.33,2.0,1.0,0.5,6.0,1.0,0.0,6.0,0.0,2.0,1.0,13.67,6.29,540.27,0.03,22.0,0.16,30.01,85.95,0.5,1.0,2.0,6.0,0.25,11.0,11.0,7.0,8.0,8.0,0.0,6.0,-1.0
2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.08,0.0,1.0,1.0,11.0,1.0,0.0,12.0,0.0,0.0,0.0,40.72,8.91,3232.07,0.12,87.0,0.11,179.56,362.78,1.0,0.0,0.0,12.0,0.06,28.0,59.0,11.0,7.0,18.0,14.29,12.0,-1.0
3.0,1.0,4.0,0.0,3.0,0.0,1.0,0.17,0.0,1.0,1.0,5.0,1.0,0.0,6.0,0.0,1.0,1.0,16.4,7.07,820.29,0.04,29.0,0.14,45.57,116.0,1.0,0.0,0.0,6.0,0.07,11.0,18.0,7.0,9.0,15.0,33.33,6.0,-1.0
1.0,5.0,2.0,0.0,1.0,8.0,3.0,0.23,4.0,2.0,0.67,10.0,1.0,0.0,13.0,0.0,2.0,0.67,15.96,8.25,1086.41,0.04,31.0,0.12,60.36,131.69,0.33,2.0,4.0,9.0,0.18,12.0,19.0,8.0,11.0,17.0,7.14,13.0,-1.0
249.0,57.0,26.0,2.0,304.0,86.0,29.0,0.02,30.0,16.0,0.55,320.0,15.0,0.5,1180.0,0.0,2.0,0.07,912.14,46.06,1935011.87,14.0,5205.0,0.02,107500.66,42011.96,0.52,28.0,43.0,293.0,0.02,1814.0,3391.0,256.0,13.0,1737.0,20.59,1182.0,-1.0
6.0,3.0,2.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,6.0,1.0,0.0,7.0,0.0,2.0,1.0,19.48,4.81,451.25,0.03,24.0,0.21,25.07,93.77,0.5,1.0,2.0,6.0,0.13,11.0,13.0,8.0,7.0,15.0,0.0,7.0,-1.0
1.0,3.0,0.0,0.0,1.0,4.0,2.0,0.29,2.0,1.0,0.5,5.0,1.0,0.0,7.0,0.0,2.0,1.0,13.45,3.6,174.36,0.02,14.0,0.28,9.69,48.43,0.5,1.0,2.0,5.0,0.18,6.0,8.0,5.0,6.0,11.0,12.5,7.0,-1.0
