l,n_0,n_1,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_2,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_3,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,n_4,n_5,n_6,n_7,n_8,n_9
-1.0,7.0,10.0,4.0,0.67,16.0,4.0,0.6,19.0,0.0,27.09,15.5,6507.43,4.0,0.14,80.0,0.06,361.52,419.83,0.67,3.0,4.0,12.0,0.21,2.0,31.0,49.0,19.0,19.0,29.0,9.52,21.0,,,0.0,8.0,6.0,0.29,2.0,4.0
-1.0,14.0,13.0,4.0,0.57,29.0,5.0,0.67,28.0,0.0,20.59,32.08,21196.67,3.0,0.22,125.0,0.03,1177.59,660.68,0.71,6.0,12.0,24.0,0.11,3.0,55.0,70.0,18.0,21.0,65.0,44.0,31.0,,,19.0,24.0,7.0,0.23,12.0,2.0
-1.0,7.0,13.0,4.0,0.57,32.0,1.0,0.0,21.0,0.0,32.59,13.12,5614.09,3.0,0.14,91.0,0.08,311.89,427.74,0.14,6.0,12.0,27.0,0.27,0.0,42.0,49.0,16.0,10.0,26.0,22.22,21.0,,,6.0,24.0,7.0,0.33,12.0,2.0
-1.0,0.0,5.0,3.0,1.0,15.0,1.0,0.0,8.0,0.0,17.66,11.5,2336.0,3.0,0.07,47.0,0.09,129.78,203.13,0.33,2.0,4.0,14.0,0.33,0.0,23.0,24.0,10.0,10.0,9.0,0.0,8.0,,,0.0,8.0,3.0,0.38,4.0,2.0
-1.0,9.0,3.0,1.0,0.5,5.0,1.0,0.0,5.0,0.0,16.12,7.5,906.96,0.0,0.04,29.0,0.13,50.39,120.93,0.5,2.0,3.0,5.0,0.09,1.0,12.0,17.0,8.0,10.0,23.0,61.54,6.0,,,7.0,6.0,2.0,0.33,2.0,3.0
-1.0,19.0,15.0,2.0,0.25,36.0,4.0,0.43,62.0,0.0,42.11,37.19,58228.77,3.0,0.52,260.0,0.03,3234.93,1565.82,0.5,7.0,14.0,30.0,0.07,2.0,119.0,141.0,40.0,25.0,122.0,39.22,64.0,,,38.0,28.0,8.0,0.13,14.0,2.0
-1.0,11.0,13.0,5.0,0.71,27.0,5.0,0.67,29.0,0.0,50.36,13.68,9420.58,7.0,0.23,124.0,0.07,523.37,688.77,0.71,6.0,10.0,22.0,0.17,1.0,53.0,71.0,31.0,16.0,42.0,3.33,30.0,,,0.0,20.0,7.0,0.23,8.0,2.5
-1.0,4.0,3.0,2.0,1.0,6.0,1.0,0.0,7.0,0.0,16.5,6.0,593.95,1.0,0.03,26.0,0.17,33.0,98.99,0.5,1.0,2.0,6.0,0.14,0.0,12.0,14.0,7.0,7.0,14.0,22.22,7.0,,,2.0,4.0,2.0,0.29,2.0,2.0
-1.0,1.0,7.0,1.0,0.25,10.0,4.0,1.0,9.0,0.0,17.8,12.28,2682.84,0.0,0.07,49.0,0.08,149.05,218.51,1.0,3.0,4.0,8.0,0.36,0.0,17.0,32.0,9.0,13.0,11.0,0.0,9.0,,,0.0,8.0,4.0,0.44,2.0,4.0
-1.0,9.0,9.0,4.0,0.8,18.0,3.0,0.5,21.0,0.0,16.41,15.0,3691.87,3.0,0.08,53.0,0.07,205.1,246.12,0.6,4.0,7.0,15.0,0.14,0.0,20.0,33.0,10.0,15.0,36.0,19.23,21.0,,,5.0,14.0,5.0,0.24,6.0,2.33
-1.0,6.0,9.0,1.0,0.2,16.0,3.0,0.5,21.0,2.0,19.62,28.29,15698.57,0.0,0.19,111.0,0.04,872.14,555.0,0.6,4.0,7.0,13.0,0.15,1.0,44.0,67.0,14.0,18.0,33.0,19.23,22.0,,,4.0,14.0,5.0,0.23,6.0,2.33
-1.0,4.0,41.0,20.0,0.95,117.0,11.0,0.5,73.0,1.0,104.65,29.05,88343.08,22.0,1.01,441.0,0.03,4907.95,3040.61,0.52,20.0,39.0,98.0,0.25,4.0,198.0,243.0,92.0,27.0,83.0,6.41,77.0,,,1.0,78.0,21.0,0.27,38.0,2.05
-1.0,5.0,3.0,1.0,0.5,6.0,1.0,0.0,7.0,0.0,14.04,2.0,56.15,0.0,0.01,10.0,0.5,3.12,28.07,0.5,1.0,2.0,6.0,0.15,0.0,3.0,7.0,3.0,4.0,13.0,0.0,7.0,,,0.0,4.0,2.0,0.29,2.0,2.0
-1.0,1.0,41.0,13.0,0.46,96.0,14.0,0.48,99.0,0.0,42.16,111.54,524548.83,8.0,1.57,687.0,0.01,29141.6,4702.85,0.5,12.0,24.0,70.0,0.26,4.0,290.0,397.0,65.0,50.0,106.0,4.81,103.0,,,1.0,48.0,28.0,0.27,24.0,2.0
-1.0,2.0,13.0,5.0,0.71,24.0,6.0,0.83,13.0,2.0,7.8,43.5,14758.99,2.0,0.11,74.0,0.02,819.94,339.29,0.86,6.0,10.0,19.0,0.44,0.0,29.0,45.0,6.0,18.0,16.0,0.0,13.0,,,0.0,20.0,7.0,0.54,8.0,2.5
-1.0,0.0,9.0,1.0,0.2,17.0,3.0,0.5,11.0,2.0,16.86,17.14,4949.88,0.0,0.1,63.0,0.06,274.99,288.85,0.6,4.0,8.0,14.0,0.42,0.0,29.0,34.0,11.0,13.0,12.0,0.0,11.0,,,0.0,16.0,5.0,0.45,8.0,2.0
-1.0,0.0,3.0,2.0,1.0,7.0,1.0,0.0,4.0,0.0,6.17,7.0,302.3,1.0,0.01,13.0,0.14,16.79,43.19,0.5,1.0,2.0,7.0,0.4,0.0,6.0,7.0,3.0,7.0,5.0,0.0,4.0,,,0.0,4.0,2.0,0.5,2.0,2.0
-1.0,2.0,13.0,7.0,1.0,31.0,4.0,0.5,13.0,2.0,14.99,30.08,13562.53,3.0,0.15,91.0,0.03,753.47,450.83,0.57,6.0,10.0,26.0,0.44,0.0,38.0,53.0,12.0,19.0,16.0,0.0,13.0,,,0.0,20.0,7.0,0.54,8.0,2.5
-1.0,1.0,7.0,3.0,0.75,14.0,3.0,0.67,8.0,0.0,14.4,10.0,1440.0,2.0,0.05,36.0,0.1,80.0,144.0,0.75,3.0,6.0,12.0,0.4,0.0,12.0,24.0,6.0,10.0,10.0,0.0,8.0,,,0.0,12.0,4.0,0.5,6.0,2.0
-1.0,9.0,3.0,2.0,1.0,8.0,1.0,0.0,14.0,0.0,37.7,7.78,2280.82,2.0,0.1,61.0,0.13,126.71,293.25,0.5,1.0,2.0,8.0,0.06,0.0,28.0,33.0,18.0,10.0,32.0,36.36,14.0,,,8.0,4.0,2.0,0.14,2.0,2.0
-1.0,7.0,9.0,3.0,0.6,17.0,3.0,0.5,27.0,0.0,51.99,14.53,10977.26,1.0,0.25,136.0,0.07,609.85,755.42,0.6,4.0,7.0,14.0,0.1,3.0,62.0,74.0,32.0,15.0,50.0,35.71,30.0,,,12.0,14.0,5.0,0.17,6.0,2.33
-1.0,6.0,35.0,11.0,0.61,79.0,12.0,0.65,62.0,2.0,50.27,39.28,77553.76,8.0,0.66,319.0,0.03,4308.54,1974.55,0.67,17.0,33.0,63.0,0.16,0.0,142.0,177.0,47.0,26.0,113.0,1.59,62.0,,,1.0,66.0,18.0,0.29,32.0,2.06
-1.0,5.0,69.0,11.0,0.31,141.0,19.0,0.53,65.0,0.0,70.75,49.5,173359.85,8.0,1.17,526.0,0.02,9631.1,3502.22,0.54,34.0,65.0,108.0,0.44,0.0,204.0,322.0,68.0,33.0,80.0,0.0,65.0,,,0.0,130.0,35.0,0.54,62.0,2.1
-1.0,0.0,7.0,3.0,0.75,13.0,1.0,0.0,17.0,2.0,25.96,11.15,3229.13,2.0,0.1,64.0,0.09,179.4,289.51,0.25,3.0,6.0,11.0,0.22,0.0,29.0,35.0,13.0,10.0,18.0,0.0,17.0,,,0.0,12.0,4.0,0.24,6.0,2.0
-1.0,7.0,31.0,6.0,0.38,69.0,11.0,0.67,28.0,0.0,34.15,38.26,50005.31,5.0,0.44,217.0,0.03,2778.07,1306.85,0.69,15.0,28.0,55.0,0.29,7.0,95.0,122.0,36.0,29.0,55.0,40.43,35.0,,,12.0,56.0,16.0,0.46,26.0,2.15
-1.0,2.0,11.0,3.0,0.5,19.0,5.0,0.8,18.0,0.0,43.77,11.31,5596.62,1.0,0.16,93.0,0.09,310.92,494.94,0.83,5.0,8.0,15.0,0.21,7.0,42.0,51.0,26.0,14.0,29.0,30.77,25.0,,,1.0,16.0,6.0,0.24,6.0,2.67
-1.0,18.0,17.0,2.0,0.13,35.0,1.0,0.0,120.0,1.0,58.14,60.25,211067.8,1.0,1.17,532.0,0.02,11725.99,3503.2,0.07,1.0,2.0,22.0,0.11,2.0,241.0,291.0,64.0,32.0,141.0,1.64,122.0,,,0.0,4.0,15.0,0.12,2.0,2.0
-1.0,4.0,5.0,1.0,0.33,19.0,1.0,0.0,13.0,0.0,16.59,15.82,4150.16,0.0,0.09,58.0,0.06,230.56,262.37,0.33,2.0,4.0,18.0,0.13,0.0,29.0,29.0,11.0,12.0,24.0,31.58,13.0,,,6.0,8.0,3.0,0.23,4.0,2.0
-1.0,0.0,3.0,2.0,1.0,9.0,1.0,0.0,12.0,3.0,16.73,11.0,2024.0,2.0,0.06,46.0,0.09,112.44,184.0,0.5,1.0,2.0,9.0,0.15,0.0,22.0,24.0,8.0,8.0,13.0,0.0,12.0,,,0.0,4.0,2.0,0.17,2.0,2.0
-1.0,2.0,15.0,1.0,0.13,29.0,8.0,1.0,22.0,0.0,15.12,25.5,9828.72,0.0,0.13,83.0,0.04,546.04,385.44,1.0,7.0,14.0,23.0,0.32,0.0,34.0,49.0,10.0,15.0,25.0,0.0,22.0,,,0.0,28.0,8.0,0.36,14.0,2.0
-1.0,5.0,15.0,8.0,1.0,42.0,1.0,0.0,39.0,3.0,39.25,24.9,24336.47,5.0,0.33,175.0,0.04,1352.03,977.37,0.13,7.0,14.0,36.0,0.17,0.0,83.0,92.0,30.0,18.0,48.0,7.14,39.0,,,3.0,28.0,8.0,0.21,14.0,2.0
-1.0,24.0,22.0,19.0,0.95,45.0,1.0,0.0,70.0,1.0,52.55,25.62,34502.44,18.0,0.45,213.0,0.04,1916.8,1346.57,0.05,1.0,2.0,27.0,0.21,0.0,81.0,132.0,49.0,31.0,95.0,0.0,70.0,,,0.0,4.0,20.0,0.29,2.0,2.0
-1.0,2.0,15.0,7.0,0.78,33.0,4.0,0.38,18.0,0.0,19.75,23.8,11186.0,4.0,0.16,94.0,0.04,621.44,470.0,0.44,5.0,10.0,26.0,0.2,3.0,42.0,52.0,15.0,17.0,44.0,14.29,21.0,,,0.0,20.0,9.0,0.43,10.0,2.0
-1.0,3.0,19.0,6.0,0.6,53.0,1.0,0.0,36.0,0.0,58.73,14.58,12491.15,8.0,0.29,151.0,0.07,693.95,856.54,0.1,8.0,15.0,45.0,0.25,0.0,70.0,81.0,36.0,15.0,40.0,0.0,36.0,,,0.0,30.0,10.0,0.28,14.0,2.14
-1.0,9.0,59.0,22.0,0.65,137.0,15.0,0.42,88.0,2.0,69.41,44.8,139298.89,13.0,1.04,466.0,0.02,7738.83,3109.35,0.44,21.0,41.0,105.0,0.34,0.0,196.0,270.0,70.0,32.0,99.0,1.12,88.0,,,1.0,82.0,34.0,0.39,40.0,2.05
-1.0,3.0,9.0,4.0,0.8,21.0,3.0,0.5,11.0,0.0,15.17,23.86,8637.06,5.0,0.12,77.0,0.04,479.84,361.93,0.6,4.0,8.0,18.0,0.33,0.0,35.0,42.0,11.0,15.0,15.0,0.0,11.0,,,0.0,16.0,5.0,0.45,8.0,2.0
-1.0,48.0,5.0,2.0,0.67,14.0,3.0,1.0,51.0,0.0,113.81,16.76,31957.74,7.0,0.64,296.0,0.06,1775.43,1907.11,1.0,2.0,3.0,13.0,0.02,2.0,138.0,158.0,70.0,17.0,128.0,35.44,53.0,,,26.0,6.0,3.0,0.06,2.0,3.0
-1.0,0.0,7.0,2.0,0.5,15.0,1.0,0.0,12.0,0.0,15.35,20.67,6557.23,2.0,0.11,66.0,0.05,364.29,317.29,0.25,3.0,6.0,13.0,0.31,0.0,31.0,35.0,12.0,16.0,13.0,0.0,12.0,,,0.0,12.0,4.0,0.33,6.0,2.0
-1.0,2.0,3.0,2.0,1.0,7.0,1.0,0.0,8.0,0.0,19.62,6.67,871.99,2.0,0.04,32.0,0.15,48.44,130.8,0.5,1.0,2.0,7.0,0.17,0.0,15.0,17.0,9.0,8.0,12.0,11.11,8.0,,,1.0,4.0,2.0,0.25,2.0,2.0
-1.0,1.0,11.0,2.0,0.33,21.0,5.0,0.8,9.0,0.0,10.31,18.2,3415.17,1.0,0.06,45.0,0.05,189.73,187.65,0.83,5.0,9.0,17.0,0.55,0.0,14.0,31.0,5.0,13.0,11.0,0.0,9.0,,,0.0,18.0,6.0,0.67,8.0,2.25
-1.0,3.0,19.0,8.0,0.8,66.0,3.0,0.22,45.0,2.0,49.15,41.71,85502.74,12.0,0.68,319.0,0.02,4750.15,2049.98,0.3,9.0,17.0,58.0,0.2,0.0,148.0,171.0,55.0,31.0,49.0,0.0,45.0,,,0.0,34.0,10.0,0.22,16.0,2.13
-1.0,2.0,3.0,2.0,1.0,7.0,1.0,0.0,5.0,0.0,10.81,9.43,961.25,1.0,0.03,24.0,0.11,53.4,101.95,0.5,1.0,2.0,7.0,0.25,0.0,11.0,13.0,7.0,12.0,8.0,0.0,5.0,,,0.0,4.0,2.0,0.4,2.0,2.0
-1.0,0.0,3.0,2.0,1.0,6.0,1.0,0.0,6.0,1.0,11.86,8.67,890.92,1.0,0.03,27.0,0.12,49.5,102.8,0.5,1.0,2.0,6.0,0.29,0.0,13.0,14.0,6.0,8.0,7.0,0.0,6.0,,,0.0,4.0,2.0,0.33,2.0,2.0
-1.0,0.0,5.0,3.0,1.0,10.0,3.0,1.0,4.0,0.0,12.61,6.75,574.49,2.0,0.03,23.0,0.15,31.92,85.11,1.0,2.0,4.0,9.0,0.6,0.0,6.0,17.0,4.0,9.0,5.0,0.0,4.0,,,0.0,8.0,3.0,0.75,4.0,2.0
-1.0,1.0,9.0,1.0,0.2,22.0,1.0,0.0,18.0,0.0,11.47,28.0,8990.21,1.0,0.11,72.0,0.04,499.46,321.08,0.2,4.0,8.0,19.0,0.25,0.0,32.0,40.0,8.0,14.0,20.0,0.0,18.0,,,0.0,16.0,5.0,0.28,8.0,2.0
-1.0,1.0,9.0,1.0,0.2,14.0,5.0,1.0,10.0,0.0,8.7,21.0,3835.88,0.0,0.06,43.0,0.05,213.1,182.66,1.0,4.0,6.0,11.0,0.42,0.0,15.0,28.0,5.0,14.0,12.0,0.0,10.0,,,0.0,12.0,5.0,0.5,4.0,3.0
1.0,18.0,11.0,3.0,0.5,25.0,1.0,0.0,58.0,0.0,98.09,20.0,39236.98,8.0,0.65,314.0,0.05,2179.83,1961.85,0.17,5.0,9.0,21.0,0.06,0.0,150.0,164.0,60.0,16.0,94.0,22.67,58.0,,,17.0,18.0,6.0,0.1,8.0,2.25
1.0,16.0,17.0,7.0,0.78,36.0,7.0,0.75,43.0,1.0,81.27,13.35,14482.39,5.0,0.36,186.0,0.07,804.58,1084.92,0.78,8.0,14.0,29.0,0.15,0.0,82.0,104.0,43.0,14.0,61.0,2.27,43.0,,,1.0,28.0,9.0,0.21,12.0,2.33
1.0,32.0,12.0,8.0,1.0,52.0,1.0,0.0,48.0,0.0,52.7,22.28,26165.5,15.0,0.39,198.0,0.04,1453.64,1174.29,0.13,3.0,6.0,46.0,0.05,16.0,79.0,119.0,39.0,22.0,170.0,64.95,64.0,,,73.0,12.0,8.0,0.13,6.0,2.0
1.0,39.0,51.0,23.0,0.88,122.0,1.0,0.0,166.0,0.0,218.7,22.35,109272.46,6.0,1.63,671.0,0.04,6070.69,4888.5,0.04,25.0,50.0,98.0,0.1,1.0,304.0,367.0,136.0,20.0,263.0,23.15,167.0,,,49.0,100.0,26.0,0.16,50.0,2.0
1.0,9.0,9.0,3.0,0.6,18.0,4.0,0.75,21.0,0.0,32.1,20.26,13174.23,4.0,0.22,113.0,0.05,731.9,650.3,0.8,3.0,5.0,15.0,0.07,2.0,47.0,66.0,29.0,25.0,74.0,32.25,23.0,,,8.0,10.0,5.0,0.22,4.0,2.5
1.0,31.0,24.0,12.0,0.71,56.0,4.0,0.19,93.0,1.0,70.21,38.18,102358.84,12.0,0.89,409.0,0.03,5686.6,2680.83,0.24,5.0,10.0,41.0,0.11,0.0,180.0,229.0,66.0,28.0,152.0,22.5,93.0,,,27.0,20.0,17.0,0.18,10.0,2.0
1.0,28.0,5.0,2.0,0.67,10.0,3.0,1.0,15.0,0.0,31.98,12.25,4798.75,3.0,0.13,77.0,0.08,266.6,391.73,1.0,2.0,3.0,9.0,0.04,4.0,35.0,42.0,20.0,14.0,77.0,54.55,19.0,,,14.0,6.0,3.0,0.16,2.0,3.0
1.0,8.0,7.0,2.0,0.5,13.0,3.0,0.67,14.0,0.0,31.08,14.73,6740.46,3.0,0.15,86.0,0.07,374.47,457.69,0.75,3.0,5.0,11.0,0.07,1.0,36.0,50.0,22.0,18.0,54.0,33.33,15.0,,,6.0,10.0,4.0,0.27,4.0,2.5
1.0,7.0,7.0,2.0,0.5,13.0,3.0,0.67,14.0,0.0,31.08,14.73,6740.46,3.0,0.15,86.0,0.07,374.47,457.69,0.75,3.0,5.0,11.0,0.06,1.0,36.0,50.0,22.0,18.0,69.0,30.0,15.0,,,5.0,10.0,4.0,0.27,4.0,2.5
1.0,36.0,13.0,4.0,0.57,38.0,3.0,0.33,120.0,1.0,118.33,59.93,424927.99,8.0,2.36,1002.0,0.02,23607.11,7090.97,0.43,5.0,9.0,33.0,0.03,0.0,458.0,544.0,107.0,28.0,218.0,25.93,120.0,,,42.0,18.0,7.0,0.06,8.0,2.25
1.0,9.0,5.0,3.0,1.0,9.0,1.0,0.0,15.0,0.0,32.35,7.7,1918.25,2.0,0.08,53.0,0.13,106.57,249.12,0.33,2.0,4.0,8.0,0.12,0.0,21.0,32.0,15.0,11.0,25.0,0.0,15.0,,,0.0,8.0,3.0,0.2,4.0,2.0
1.0,7.0,7.0,1.0,0.25,13.0,1.0,0.0,19.0,0.0,36.57,16.0,9362.4,0.0,0.2,116.0,0.06,520.13,585.15,0.25,3.0,6.0,11.0,0.11,5.0,56.0,60.0,21.0,12.0,38.0,36.67,24.0,,,6.0,12.0,4.0,0.17,6.0,2.0
-1.0,1.0,5.0,2.0,0.67,10.0,3.0,1.0,19.0,1.0,30.43,9.95,3010.71,2.0,0.1,60.0,0.1,167.26,302.66,1.0,2.0,3.0,9.0,0.13,1.0,27.0,33.0,19.0,14.0,23.0,9.52,20.0,,,1.0,6.0,3.0,0.15,2.0,3.0
-1.0,4.0,15.0,2.0,0.25,32.0,4.0,0.43,20.0,1.0,15.74,26.13,10742.56,1.0,0.14,83.0,0.04,596.81,411.2,0.5,7.0,13.0,26.0,0.3,1.0,33.0,50.0,12.0,19.0,27.0,9.09,21.0,,,1.0,26.0,8.0,0.38,12.0,2.17
-1.0,3.0,5.0,1.0,0.33,11.0,1.0,0.0,10.0,1.0,12.86,14.78,2807.62,1.0,0.06,42.0,0.07,155.98,189.99,0.33,2.0,4.0,10.0,0.17,1.0,19.0,23.0,9.0,14.0,18.0,28.57,11.0,,,3.0,8.0,3.0,0.27,4.0,2.0
-1.0,2.0,9.0,4.0,0.8,18.0,4.0,0.75,8.0,1.0,7.35,21.12,3281.21,1.0,0.05,38.0,0.05,182.29,155.32,0.8,4.0,7.0,15.0,0.45,0.0,13.0,25.0,4.0,13.0,11.0,0.0,8.0,,,0.0,14.0,5.0,0.63,6.0,2.33
-1.0,22.0,12.0,6.0,0.86,26.0,1.0,0.0,53.0,1.0,48.73,19.39,18330.01,3.0,0.32,160.0,0.05,1018.33,945.1,0.14,4.0,8.0,21.0,0.07,2.0,67.0,93.0,38.0,22.0,99.0,20.9,55.0,,,12.0,16.0,7.0,0.13,8.0,2.0
-1.0,19.0,11.0,4.0,0.67,25.0,5.0,0.8,26.0,0.0,27.15,22.89,14223.33,4.0,0.21,116.0,0.04,790.18,621.48,0.83,5.0,10.0,21.0,0.09,5.0,53.0,63.0,22.0,19.0,70.0,48.0,31.0,,,19.0,20.0,6.0,0.19,10.0,2.0
-1.0,1.0,5.0,1.0,0.33,10.0,1.0,0.0,7.0,1.0,6.02,18.33,2024.24,0.0,0.04,29.0,0.05,112.46,110.41,0.33,2.0,4.0,9.0,0.33,0.0,10.0,19.0,3.0,11.0,9.0,0.0,7.0,,,0.0,8.0,3.0,0.43,4.0,2.0
-1.0,1.0,11.0,2.0,0.33,21.0,4.0,0.6,14.0,3.0,16.12,22.73,8332.05,1.0,0.12,74.0,0.04,462.89,366.61,0.67,5.0,10.0,17.0,0.35,0.0,25.0,49.0,11.0,20.0,17.0,6.67,14.0,,,1.0,20.0,6.0,0.43,10.0,2.0
-1.0,6.0,5.0,2.0,0.67,11.0,1.0,0.0,12.0,2.0,25.16,11.2,3155.74,3.0,0.09,58.0,0.09,175.32,281.76,0.33,2.0,4.0,10.0,0.14,1.0,24.0,34.0,15.0,14.0,21.0,14.29,13.0,,,1.0,8.0,3.0,0.23,4.0,2.0
-1.0,2.0,3.0,1.0,0.5,5.0,1.0,0.0,16.0,2.0,25.68,12.5,4011.84,0.0,0.11,70.0,0.08,222.88,320.95,0.5,1.0,2.0,5.0,0.11,0.0,25.0,45.0,12.0,12.0,19.0,0.0,16.0,,,0.0,4.0,2.0,0.13,2.0,2.0
-1.0,28.0,11.0,5.0,0.83,26.0,1.0,0.0,25.0,1.0,65.18,9.85,6318.58,3.0,0.21,111.0,0.1,351.03,641.73,0.17,5.0,10.0,22.0,0.08,9.0,48.0,63.0,39.0,16.0,80.0,50.98,34.0,,,17.0,20.0,6.0,0.18,10.0,2.0
-1.0,5.0,7.0,1.0,0.25,13.0,1.0,0.0,16.0,2.0,34.78,14.04,6856.63,1.0,0.16,90.0,0.07,380.92,488.36,0.25,3.0,5.0,11.0,0.15,1.0,39.0,51.0,25.0,18.0,26.0,20.0,17.0,,,3.0,10.0,4.0,0.24,4.0,2.5
-1.0,3.0,9.0,1.0,0.2,16.0,4.0,0.75,18.0,4.0,30.88,8.25,2102.02,0.0,0.08,53.0,0.12,116.78,254.79,0.8,4.0,7.0,13.0,0.16,1.0,22.0,31.0,16.0,12.0,32.0,35.71,19.0,,,9.0,14.0,5.0,0.26,6.0,2.33
-1.0,12.0,7.0,1.0,0.25,11.0,1.0,0.0,59.0,4.0,98.29,21.87,47030.93,0.0,0.72,357.0,0.05,2612.83,2149.99,0.25,3.0,5.0,9.0,0.04,0.0,175.0,182.0,52.0,13.0,91.0,24.36,59.0,,,19.0,10.0,4.0,0.07,4.0,2.5
-1.0,11.0,5.0,2.0,0.67,9.0,3.0,1.0,9.0,1.0,26.93,8.65,2013.44,2.0,0.08,47.0,0.12,111.86,232.85,1.0,2.0,3.0,8.0,0.1,2.0,21.0,26.0,17.0,14.0,30.0,50.0,11.0,,,7.0,6.0,3.0,0.27,2.0,3.0
-1.0,18.0,17.0,10.0,1.0,36.0,1.0,0.0,56.0,3.0,86.98,11.25,11008.93,5.0,0.33,165.0,0.09,611.61,978.57,0.1,6.0,12.0,28.0,0.11,4.0,69.0,96.0,46.0,15.0,88.0,18.84,60.0,,,9.0,24.0,10.0,0.17,12.0,2.0
-1.0,2.0,13.0,5.0,0.71,25.0,6.0,0.83,11.0,1.0,7.15,29.75,6326.82,1.0,0.07,51.0,0.03,351.49,212.67,0.86,6.0,11.0,20.0,0.5,0.0,17.0,34.0,4.0,14.0,14.0,0.0,11.0,,,0.0,22.0,7.0,0.64,10.0,2.2
-1.0,17.0,7.0,4.0,1.0,22.0,1.0,0.0,16.0,1.0,46.83,14.48,9823.41,4.0,0.23,125.0,0.07,545.75,678.28,0.25,3.0,6.0,20.0,0.09,4.0,60.0,65.0,29.0,14.0,45.0,40.74,20.0,,,7.0,12.0,4.0,0.2,6.0,2.0
-1.0,1.0,3.0,2.0,1.0,6.0,1.0,0.0,6.0,0.0,19.76,10.5,2178.25,2.0,0.07,48.0,0.1,121.01,207.45,0.5,1.0,2.0,6.0,0.25,0.0,14.0,34.0,8.0,12.0,8.0,0.0,6.0,,,0.0,4.0,2.0,0.33,2.0,2.0
-1.0,18.0,14.0,4.0,0.5,33.0,3.0,0.29,48.0,0.0,51.88,14.58,11021.37,9.0,0.25,127.0,0.07,612.3,756.18,0.38,5.0,9.0,27.0,0.09,2.0,53.0,74.0,40.0,22.0,88.0,30.43,50.0,,,19.0,18.0,8.0,0.16,8.0,2.25
-1.0,1.0,11.0,2.0,0.33,22.0,6.0,1.0,12.0,2.0,11.97,25.0,7483.01,2.0,0.1,61.0,0.04,415.72,299.32,1.0,5.0,9.0,18.0,0.43,0.0,25.0,36.0,10.0,20.0,14.0,0.0,12.0,,,0.0,18.0,6.0,0.5,8.0,2.25
-1.0,1.0,9.0,3.0,0.6,19.0,3.0,0.5,14.0,1.0,27.69,10.11,2831.11,3.0,0.09,56.0,0.1,157.28,280.0,0.6,4.0,7.0,16.0,0.29,0.0,26.0,30.0,18.0,14.0,17.0,6.67,14.0,,,1.0,14.0,5.0,0.36,6.0,2.33
-1.0,1.0,3.0,1.0,0.5,7.0,1.0,0.0,8.0,2.0,13.56,5.33,385.81,1.0,0.02,19.0,0.19,21.43,72.34,0.5,1.0,2.0,7.0,0.2,0.0,8.0,11.0,6.0,8.0,10.0,0.0,8.0,,,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,0.0,11.0,1.0,0.13,22.0,1.0,0.0,17.0,2.0,16.16,19.2,5956.4,1.0,0.1,66.0,0.05,330.91,310.23,0.13,2.0,4.0,16.0,0.44,0.0,24.0,42.0,10.0,16.0,18.0,0.0,17.0,,,0.0,8.0,8.0,0.47,4.0,2.0
-1.0,1.0,3.0,1.0,0.5,6.0,1.0,0.0,5.0,3.0,10.75,5.0,268.87,0.0,0.02,15.0,0.2,14.94,53.77,0.5,1.0,2.0,6.0,0.29,0.0,5.0,10.0,4.0,8.0,7.0,0.0,5.0,,,0.0,4.0,2.0,0.4,2.0,2.0
-1.0,7.0,7.0,3.0,0.75,16.0,1.0,0.0,22.0,2.0,28.85,9.71,2717.65,3.0,0.09,56.0,0.1,150.98,280.0,0.25,3.0,6.0,14.0,0.09,0.0,22.0,34.0,17.0,15.0,44.0,38.89,22.0,,,14.0,12.0,4.0,0.18,6.0,2.0
-1.0,19.0,11.0,4.0,0.67,25.0,5.0,0.8,27.0,0.0,25.75,23.98,14801.55,4.0,0.21,116.0,0.04,822.31,617.34,0.83,5.0,10.0,21.0,0.08,4.0,53.0,63.0,21.0,19.0,72.0,48.08,31.0,,,21.0,20.0,6.0,0.19,10.0,2.0
-1.0,2.0,7.0,1.0,0.25,15.0,1.0,0.0,12.0,2.0,14.41,15.0,3241.45,2.0,0.07,50.0,0.07,180.08,216.1,0.25,3.0,6.0,13.0,0.27,0.0,20.0,30.0,8.0,12.0,15.0,0.0,12.0,,,0.0,12.0,4.0,0.33,6.0,2.0
-1.0,3.0,3.0,2.0,1.0,6.0,1.0,0.0,14.0,6.0,29.69,7.44,1642.27,1.0,0.07,45.0,0.13,91.24,220.81,0.5,1.0,2.0,6.0,0.1,1.0,17.0,28.0,16.0,14.0,20.0,12.5,15.0,,,1.0,4.0,2.0,0.13,2.0,2.0
-1.0,13.0,5.0,1.0,0.33,19.0,1.0,0.0,36.0,0.0,49.13,19.76,19184.32,1.0,0.32,185.0,0.05,1065.8,970.87,0.33,2.0,4.0,18.0,0.05,0.0,76.0,109.0,25.0,13.0,62.0,25.0,36.0,,,12.0,8.0,3.0,0.08,4.0,2.0
