l,n_0,n_1,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_2,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_3,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,n_4,n_5,n_6,n_7,n_8,n_9
-1.0,17.0,17.0,5.0,0.56,40.0,1.0,0.0,40.0,0.0,48.28,31.25,47150.17,4.0,0.5,247.0,0.03,2619.45,1508.81,0.11,8.0,16.0,33.0,0.15,0.0,110.0,137.0,44.0,25.0,61.0,6.98,40.0,,,3.0,32.0,9.0,0.23,16.0,2.0
-1.0,1.0,7.0,1.0,0.25,12.0,3.0,0.67,8.0,2.0,8.8,14.4,1824.64,0.0,0.04,31.0,0.07,101.37,126.71,0.75,3.0,5.0,10.0,0.4,0.0,12.0,19.0,5.0,12.0,10.0,0.0,8.0,,,0.0,10.0,4.0,0.5,4.0,2.5
-1.0,14.0,17.0,5.0,0.56,33.0,5.0,0.5,28.0,0.0,51.55,12.0,7423.67,7.0,0.21,112.0,0.08,412.43,618.64,0.56,7.0,12.0,26.0,0.16,8.0,45.0,67.0,30.0,16.0,57.0,33.33,36.0,,,6.0,24.0,9.0,0.25,10.0,2.4
-1.0,16.0,9.0,5.0,1.0,22.0,1.0,0.0,37.0,1.0,61.13,14.05,12066.02,5.0,0.29,146.0,0.07,670.33,858.87,0.2,4.0,8.0,19.0,0.06,5.0,64.0,82.0,41.0,18.0,81.0,42.19,42.0,,,22.0,16.0,5.0,0.12,8.0,2.0
-1.0,13.0,11.0,3.0,0.5,25.0,1.0,0.0,27.0,0.0,43.0,16.07,11109.18,3.0,0.23,129.0,0.06,617.18,691.12,0.17,5.0,10.0,21.0,0.12,3.0,62.0,67.0,27.0,14.0,49.0,22.86,30.0,,,5.0,20.0,6.0,0.2,10.0,2.0
-1.0,6.0,9.0,4.0,0.8,25.0,3.0,0.5,28.0,2.0,21.9,24.44,13084.83,2.0,0.18,102.0,0.04,726.94,535.29,0.6,4.0,7.0,22.0,0.14,0.0,44.0,58.0,18.0,20.0,35.0,0.0,28.0,,,0.0,14.0,5.0,0.18,6.0,2.33
-1.0,7.0,5.0,3.0,1.0,10.0,1.0,0.0,12.0,1.0,19.74,11.67,2687.08,3.0,0.08,49.0,0.09,149.28,230.32,0.33,2.0,4.0,9.0,0.14,0.0,20.0,29.0,12.0,14.0,21.0,7.69,12.0,,,1.0,8.0,3.0,0.25,4.0,2.0
-1.0,0.0,3.0,2.0,1.0,6.0,1.0,0.0,11.0,0.0,15.77,6.87,745.37,1.0,0.04,26.0,0.15,41.41,108.42,0.5,1.0,2.0,6.0,0.17,0.0,11.0,15.0,8.0,10.0,12.0,0.0,11.0,,,0.0,4.0,2.0,0.18,2.0,2.0
-1.0,1.0,3.0,2.0,1.0,6.0,1.0,0.0,3.0,0.0,11.23,14.0,2200.43,1.0,0.05,37.0,0.07,122.25,157.17,0.5,1.0,2.0,6.0,0.4,0.0,10.0,27.0,5.0,14.0,5.0,0.0,3.0,,,0.0,4.0,2.0,0.67,2.0,2.0
-1.0,1.0,7.0,2.0,0.5,24.0,1.0,0.0,21.0,3.0,53.82,9.17,4521.96,4.0,0.16,94.0,0.11,251.22,493.31,0.25,3.0,6.0,22.0,0.17,0.0,45.0,49.0,27.0,11.0,23.0,0.0,21.0,,,0.0,12.0,4.0,0.19,6.0,2.0
-1.0,2.0,13.0,8.0,1.0,33.0,5.0,0.57,37.0,1.0,41.04,18.7,14355.42,8.0,0.26,134.0,0.05,797.52,767.54,0.63,3.0,6.0,27.0,0.19,2.0,57.0,77.0,32.0,21.0,42.0,5.13,39.0,,,0.0,12.0,8.0,0.21,6.0,2.0
-1.0,0.0,5.0,3.0,1.0,10.0,1.0,0.0,5.0,2.0,15.88,10.11,1623.23,2.0,0.05,36.0,0.1,90.18,160.54,0.33,2.0,4.0,9.0,0.5,0.0,14.0,22.0,9.0,13.0,6.0,0.0,5.0,,,0.0,8.0,3.0,0.6,4.0,2.0
-1.0,2.0,15.0,1.0,0.13,29.0,8.0,1.0,22.0,0.0,15.12,25.5,9828.72,0.0,0.13,83.0,0.04,546.04,385.44,1.0,7.0,14.0,23.0,0.32,0.0,34.0,49.0,10.0,15.0,25.0,0.0,22.0,,,0.0,28.0,8.0,0.36,14.0,2.0
-1.0,1.0,7.0,1.0,0.25,14.0,1.0,0.0,21.0,2.0,16.21,11.0,1962.54,0.0,0.06,42.0,0.09,109.03,178.41,0.25,3.0,6.0,12.0,0.17,0.0,16.0,26.0,8.0,11.0,23.0,0.0,21.0,,,0.0,12.0,4.0,0.19,6.0,2.0
-1.0,5.0,69.0,11.0,0.31,141.0,19.0,0.53,65.0,0.0,70.75,49.5,173359.85,8.0,1.17,526.0,0.02,9631.1,3502.22,0.54,34.0,65.0,108.0,0.44,0.0,204.0,322.0,68.0,33.0,80.0,0.0,65.0,,,0.0,130.0,35.0,0.54,62.0,2.1
-1.0,5.0,3.0,1.0,0.5,6.0,1.0,0.0,11.0,0.0,30.49,7.71,1814.59,0.0,0.08,52.0,0.13,100.81,235.23,0.5,1.0,2.0,6.0,0.1,1.0,24.0,28.0,14.0,9.0,21.0,26.67,12.0,,,3.0,4.0,2.0,0.17,2.0,2.0
-1.0,1.0,3.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,19.12,6.0,688.28,0.0,0.04,31.0,0.17,38.24,114.71,0.5,1.0,2.0,6.0,0.14,1.0,14.0,17.0,7.0,6.0,14.0,8.33,12.0,,,0.0,4.0,2.0,0.17,2.0,2.0
-1.0,5.0,3.0,2.0,1.0,9.0,1.0,0.0,13.0,1.0,28.35,11.7,3880.98,3.0,0.11,69.0,0.09,215.61,331.71,0.5,1.0,2.0,9.0,0.1,0.0,27.0,42.0,15.0,13.0,21.0,13.33,13.0,,,2.0,4.0,2.0,0.15,2.0,2.0
-1.0,7.0,7.0,5.0,1.0,16.0,1.0,0.0,36.0,1.0,44.89,14.07,8885.44,4.0,0.21,115.0,0.07,493.64,631.56,0.2,1.0,2.0,13.0,0.11,0.0,51.0,64.0,29.0,16.0,47.0,7.69,36.0,,,3.0,4.0,5.0,0.14,2.0,2.0
-1.0,6.0,9.0,3.0,0.6,14.0,5.0,1.0,10.0,0.0,19.49,9.75,1852.4,2.0,0.06,42.0,0.1,102.91,189.99,1.0,4.0,6.0,11.0,0.24,1.0,15.0,27.0,10.0,13.0,21.0,28.57,11.0,,,3.0,12.0,5.0,0.45,4.0,3.0
-1.0,14.0,9.0,5.0,1.0,22.0,1.0,0.0,17.0,0.0,27.48,11.67,3740.65,6.0,0.11,66.0,0.09,207.81,320.63,0.2,4.0,8.0,19.0,0.13,2.0,25.0,41.0,15.0,14.0,39.0,29.17,19.0,,,5.0,16.0,5.0,0.26,8.0,2.0
-1.0,1.0,3.0,2.0,1.0,8.0,1.0,0.0,7.0,0.0,17.31,5.5,523.51,3.0,0.03,25.0,0.18,29.08,95.18,0.5,1.0,2.0,8.0,0.2,1.0,11.0,14.0,7.0,7.0,10.0,12.5,8.0,,,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,2.0,7.0,1.0,0.25,15.0,1.0,0.0,12.0,0.0,14.41,15.0,3241.45,2.0,0.07,50.0,0.07,180.08,216.1,0.25,3.0,6.0,13.0,0.27,0.0,20.0,30.0,8.0,12.0,15.0,0.0,12.0,,,0.0,12.0,4.0,0.33,6.0,2.0
-1.0,0.0,9.0,4.0,0.8,22.0,1.0,0.0,20.0,0.0,17.14,43.85,32955.41,1.0,0.25,149.0,0.02,1830.86,751.61,0.2,4.0,8.0,19.0,0.24,0.0,57.0,92.0,13.0,20.0,21.0,0.0,20.0,,,0.0,16.0,5.0,0.25,8.0,2.0
-1.0,1.0,3.0,1.0,0.5,6.0,1.0,0.0,5.0,0.0,10.75,6.0,387.18,1.0,0.02,18.0,0.17,21.51,64.53,0.5,1.0,2.0,6.0,0.29,0.0,6.0,12.0,4.0,8.0,7.0,0.0,5.0,,,0.0,4.0,2.0,0.4,2.0,2.0
-1.0,9.0,9.0,1.0,0.2,20.0,1.0,0.0,19.0,0.0,19.63,23.63,10953.53,1.0,0.15,89.0,0.04,608.53,463.64,0.2,4.0,8.0,17.0,0.13,2.0,36.0,53.0,16.0,21.0,38.0,32.14,21.0,,,7.0,16.0,5.0,0.24,8.0,2.0
-1.0,1.0,5.0,2.0,0.67,11.0,3.0,1.0,10.0,0.0,13.35,18.0,4326.62,1.0,0.08,50.0,0.06,240.37,240.37,1.0,2.0,4.0,10.0,0.25,0.0,20.0,30.0,10.0,18.0,12.0,0.0,10.0,,,0.0,8.0,3.0,0.3,4.0,2.0
-1.0,1.0,3.0,1.0,0.5,6.0,1.0,0.0,7.0,2.0,8.22,9.0,666.08,0.0,0.02,20.0,0.11,37.0,74.01,0.5,1.0,2.0,6.0,0.22,0.0,8.0,12.0,4.0,9.0,9.0,0.0,7.0,,,0.0,4.0,2.0,0.29,2.0,2.0
-1.0,32.0,24.0,18.0,0.95,58.0,1.0,0.0,80.0,1.0,41.45,45.39,85416.04,2.0,0.63,304.0,0.02,4745.34,1881.71,0.05,4.0,7.0,41.0,0.16,1.0,123.0,181.0,42.0,31.0,122.0,10.11,81.0,,,8.0,14.0,19.0,0.23,6.0,2.33
-1.0,3.0,13.0,6.0,0.86,32.0,6.0,0.83,17.0,0.0,27.29,21.05,12094.31,5.0,0.19,112.0,0.05,671.91,574.48,0.86,6.0,12.0,27.0,0.33,0.0,50.0,62.0,19.0,16.0,21.0,0.0,17.0,,,0.0,24.0,7.0,0.41,12.0,2.0
-1.0,0.0,3.0,1.0,0.5,7.0,1.0,0.0,8.0,1.0,17.2,6.67,764.63,1.0,0.04,27.0,0.15,42.48,114.69,0.5,1.0,2.0,7.0,0.22,0.0,12.0,15.0,9.0,10.0,9.0,0.0,8.0,,,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,3.0,23.0,6.0,0.5,57.0,6.0,0.45,45.0,0.0,49.36,26.92,35782.13,8.0,0.44,225.0,0.04,1987.9,1329.05,0.5,11.0,21.0,47.0,0.24,0.0,100.0,125.0,39.0,21.0,50.0,2.17,45.0,,,1.0,42.0,12.0,0.27,20.0,2.1
-1.0,2.0,3.0,2.0,1.0,7.0,1.0,0.0,9.0,3.0,15.57,7.5,875.68,1.0,0.04,28.0,0.13,48.65,116.76,0.5,1.0,2.0,7.0,0.17,0.0,12.0,16.0,8.0,10.0,12.0,0.0,9.0,,,0.0,4.0,2.0,0.22,2.0,2.0
-1.0,10.0,7.0,3.0,0.75,17.0,1.0,0.0,20.0,1.0,37.83,10.4,4092.01,1.0,0.13,78.0,0.1,227.33,393.46,0.25,3.0,6.0,15.0,0.12,0.0,32.0,46.0,20.0,13.0,34.0,13.04,20.0,,,3.0,12.0,4.0,0.2,6.0,2.0
-1.0,0.0,13.0,4.0,0.57,29.0,1.0,0.0,12.0,0.0,39.03,10.86,4600.49,3.0,0.14,84.0,0.09,255.58,423.73,0.14,6.0,12.0,24.0,0.54,0.0,38.0,46.0,21.0,12.0,13.0,0.0,12.0,,,0.0,24.0,7.0,0.58,12.0,2.0
-1.0,23.0,13.0,7.0,1.0,37.0,5.0,0.67,35.0,0.0,55.33,15.94,14063.19,12.0,0.29,154.0,0.06,781.29,882.1,0.71,6.0,11.0,32.0,0.1,1.0,62.0,92.0,35.0,18.0,69.0,22.22,36.0,,,9.0,22.0,7.0,0.19,10.0,2.2
-1.0,1.0,7.0,1.0,0.25,10.0,4.0,1.0,9.0,0.0,17.8,12.28,2682.84,0.0,0.07,49.0,0.08,149.05,218.51,1.0,3.0,4.0,8.0,0.36,0.0,17.0,32.0,9.0,13.0,11.0,0.0,9.0,,,0.0,8.0,4.0,0.44,2.0,4.0
-1.0,2.0,7.0,1.0,0.25,13.0,4.0,1.0,9.0,2.0,7.44,13.5,1355.12,0.0,0.03,28.0,0.07,75.28,100.38,1.0,3.0,6.0,11.0,0.33,0.0,9.0,19.0,3.0,9.0,12.0,0.0,9.0,,,0.0,12.0,4.0,0.44,6.0,2.0
-1.0,6.0,7.0,2.0,0.5,17.0,1.0,0.0,26.0,0.0,27.15,19.13,9929.59,2.0,0.17,108.0,0.05,551.64,519.19,0.25,3.0,6.0,15.0,0.1,2.0,51.0,57.0,16.0,12.0,42.0,25.71,28.0,,,7.0,12.0,4.0,0.14,6.0,2.0
-1.0,2.0,15.0,7.0,0.78,33.0,4.0,0.38,18.0,0.0,19.75,23.8,11186.0,4.0,0.16,94.0,0.04,621.44,470.0,0.44,5.0,10.0,26.0,0.2,3.0,42.0,52.0,15.0,17.0,44.0,14.29,21.0,,,0.0,20.0,9.0,0.43,10.0,2.0
-1.0,21.0,14.0,4.0,0.5,33.0,3.0,0.29,37.0,0.0,45.07,17.42,13671.55,9.0,0.26,134.0,0.06,759.53,784.97,0.38,5.0,9.0,27.0,0.11,4.0,57.0,77.0,36.0,22.0,71.0,24.49,41.0,,,8.0,18.0,8.0,0.2,8.0,2.25
-1.0,1.0,13.0,1.0,0.14,21.0,7.0,1.0,13.0,1.0,10.33,21.25,4666.84,0.0,0.07,50.0,0.05,259.26,219.62,1.0,6.0,10.0,16.0,0.47,0.0,17.0,33.0,6.0,15.0,15.0,0.0,13.0,,,0.0,20.0,7.0,0.54,8.0,2.5
-1.0,1.0,3.0,2.0,1.0,8.0,1.0,0.0,5.0,0.0,13.67,5.71,446.5,2.0,0.03,20.0,0.18,24.81,78.14,0.5,1.0,2.0,8.0,0.29,0.0,10.0,10.0,7.0,8.0,7.0,0.0,5.0,,,0.0,4.0,2.0,0.4,2.0,2.0
-1.0,4.0,25.0,13.0,1.0,71.0,1.0,0.0,30.0,0.0,63.69,18.78,22456.97,1.0,0.4,213.0,0.05,1247.61,1195.93,0.08,12.0,24.0,60.0,0.37,0.0,104.0,109.0,36.0,13.0,35.0,0.0,30.0,,,0.0,48.0,13.0,0.43,24.0,2.0
-1.0,2.0,3.0,2.0,1.0,5.0,1.0,0.0,5.0,0.0,14.06,8.13,927.88,1.0,0.04,26.0,0.12,51.55,114.2,0.5,1.0,2.0,5.0,0.25,0.0,10.0,16.0,8.0,13.0,8.0,0.0,5.0,,,0.0,4.0,2.0,0.4,2.0,2.0
-1.0,1.0,7.0,3.0,0.75,17.0,4.0,1.0,11.0,1.0,16.45,14.3,3363.72,2.0,0.08,52.0,0.07,186.87,235.23,1.0,3.0,6.0,15.0,0.31,0.0,22.0,30.0,10.0,13.0,13.0,0.0,11.0,,,0.0,12.0,4.0,0.36,6.0,2.0
-1.0,24.0,29.0,6.0,0.4,63.0,5.0,0.29,83.0,0.0,88.12,40.15,142018.98,3.0,1.18,558.0,0.02,7889.94,3537.64,0.33,14.0,26.0,50.0,0.12,0.0,262.0,296.0,62.0,19.0,126.0,29.06,83.0,,,34.0,52.0,15.0,0.18,24.0,2.17
-1.0,1.0,5.0,3.0,1.0,16.0,3.0,1.0,13.0,0.0,35.93,5.63,1136.92,5.0,0.07,43.0,0.18,63.16,202.12,1.0,2.0,4.0,15.0,0.2,0.0,18.0,25.0,16.0,10.0,15.0,0.0,13.0,,,0.0,8.0,3.0,0.23,4.0,2.0
-1.0,1.0,3.0,2.0,1.0,7.0,1.0,0.0,15.0,1.0,16.95,16.5,4614.93,2.0,0.09,57.0,0.06,256.39,279.69,0.5,1.0,2.0,7.0,0.12,0.0,22.0,35.0,12.0,18.0,17.0,0.0,15.0,,,0.0,4.0,2.0,0.13,2.0,2.0
-1.0,1.0,15.0,2.0,0.25,26.0,7.0,0.86,11.0,0.0,15.48,21.0,6826.47,1.0,0.11,70.0,0.05,379.25,325.07,0.88,7.0,12.0,20.0,0.62,0.0,28.0,42.0,10.0,15.0,13.0,0.0,11.0,,,0.0,24.0,8.0,0.73,10.0,2.4
-1.0,4.0,3.0,1.0,0.5,9.0,1.0,0.0,11.0,0.0,19.04,16.39,5116.45,2.0,0.1,63.0,0.06,284.25,312.11,0.5,1.0,2.0,9.0,0.09,0.0,27.0,36.0,14.0,17.0,23.0,38.89,11.0,,,7.0,4.0,2.0,0.18,2.0,2.0
-1.0,1.0,5.0,1.0,0.33,10.0,1.0,0.0,7.0,0.0,6.38,13.33,1134.8,0.0,0.03,23.0,0.08,63.04,85.11,0.33,2.0,4.0,9.0,0.33,0.0,8.0,15.0,3.0,10.0,9.0,0.0,7.0,,,0.0,8.0,3.0,0.43,4.0,2.0
-1.0,0.0,15.0,2.0,0.25,24.0,3.0,0.29,24.0,6.0,15.29,43.21,28547.12,1.0,0.22,136.0,0.02,1585.95,660.69,0.38,7.0,11.0,18.0,0.32,0.0,61.0,75.0,12.0,17.0,25.0,0.0,24.0,,,0.0,22.0,8.0,0.33,8.0,2.75
-1.0,2.0,13.0,7.0,1.0,31.0,4.0,0.5,13.0,2.0,14.99,30.08,13562.53,3.0,0.15,91.0,0.03,753.47,450.83,0.57,6.0,10.0,26.0,0.44,0.0,38.0,53.0,12.0,19.0,16.0,0.0,13.0,,,0.0,20.0,7.0,0.54,8.0,2.5
-1.0,30.0,25.0,2.0,0.15,43.0,12.0,0.92,56.0,1.0,44.45,28.96,37289.12,2.0,0.43,213.0,0.03,2071.62,1287.46,0.92,12.0,20.0,32.0,0.14,4.0,95.0,118.0,41.0,25.0,95.0,12.5,60.0,,,4.0,40.0,13.0,0.22,16.0,2.5
-1.0,1.0,5.0,1.0,0.33,9.0,3.0,1.0,10.0,0.0,10.26,13.0,1734.69,0.0,0.04,32.0,0.08,96.37,133.44,1.0,2.0,4.0,8.0,0.25,0.0,13.0,19.0,6.0,12.0,12.0,0.0,10.0,,,0.0,8.0,3.0,0.3,4.0,2.0
-1.0,1.0,3.0,2.0,1.0,7.0,1.0,0.0,8.0,0.0,15.92,6.29,629.06,2.0,0.03,24.0,0.16,34.95,100.08,0.5,1.0,2.0,7.0,0.2,0.0,8.0,16.0,7.0,11.0,10.0,0.0,8.0,,,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,7.0,13.0,3.0,0.43,30.0,1.0,0.0,21.0,0.0,19.28,31.67,19332.36,2.0,0.2,120.0,0.03,1074.02,610.5,0.14,6.0,12.0,25.0,0.18,5.0,50.0,70.0,15.0,19.0,39.0,32.25,26.0,,,5.0,24.0,7.0,0.27,12.0,2.0
-1.0,3.0,13.0,7.0,1.0,27.0,6.0,0.83,22.0,0.0,36.01,13.42,6486.52,4.0,0.16,95.0,0.07,360.36,483.31,0.86,6.0,12.0,22.0,0.23,5.0,34.0,61.0,19.0,15.0,31.0,18.52,27.0,,,0.0,24.0,7.0,0.26,12.0,2.0
-1.0,5.0,5.0,3.0,1.0,14.0,1.0,0.0,14.0,0.0,15.83,11.0,1915.82,3.0,0.06,41.0,0.09,106.43,174.17,0.33,2.0,4.0,13.0,0.14,1.0,16.0,25.0,8.0,11.0,22.0,12.5,15.0,,,1.0,8.0,3.0,0.2,4.0,2.0
-1.0,4.0,29.0,8.0,0.53,61.0,1.0,0.0,36.0,0.0,40.52,27.02,29576.11,4.0,0.36,193.0,0.04,1643.12,1094.78,0.07,14.0,28.0,48.0,0.33,0.0,91.0,102.0,32.0,19.0,46.0,12.2,36.0,,,5.0,56.0,15.0,0.42,28.0,2.0
-1.0,6.0,9.0,4.0,0.8,19.0,1.0,0.0,20.0,0.0,20.4,14.34,4196.62,2.0,0.1,58.0,0.07,233.15,292.57,0.2,4.0,8.0,16.0,0.11,1.0,27.0,31.0,16.0,17.0,45.0,55.56,21.0,,,24.0,16.0,5.0,0.24,8.0,2.0
-1.0,1.0,13.0,3.0,0.43,24.0,1.0,0.0,27.0,2.0,18.92,19.63,7291.52,2.0,0.12,73.0,0.05,405.08,371.38,0.14,6.0,11.0,19.0,0.24,0.0,31.0,42.0,15.0,19.0,29.0,0.0,27.0,,,0.0,22.0,7.0,0.26,10.0,2.2
-1.0,2.0,7.0,4.0,1.0,16.0,1.0,0.0,12.0,0.0,27.6,10.56,3078.75,3.0,0.1,60.0,0.09,171.04,291.48,0.25,3.0,6.0,14.0,0.25,1.0,26.0,34.0,16.0,13.0,16.0,7.69,13.0,,,0.0,12.0,4.0,0.31,6.0,2.0
-1.0,1.0,3.0,1.0,0.5,6.0,1.0,0.0,12.0,2.0,16.65,4.67,362.64,0.0,0.03,21.0,0.21,20.15,77.71,0.5,1.0,2.0,6.0,0.14,0.0,8.0,13.0,6.0,7.0,14.0,0.0,12.0,,,0.0,4.0,2.0,0.17,2.0,2.0
-1.0,25.0,13.0,9.0,1.0,38.0,1.0,0.0,57.0,0.0,59.57,22.33,29696.99,15.0,0.44,211.0,0.04,1649.83,1330.1,0.11,3.0,6.0,31.0,0.09,0.0,86.0,125.0,52.0,27.0,102.0,25.0,57.0,,,19.0,12.0,9.0,0.16,6.0,2.0
-1.0,10.0,9.0,3.0,0.6,17.0,3.0,0.5,19.0,3.0,21.11,20.5,8869.57,3.0,0.14,90.0,0.05,492.75,432.66,0.6,4.0,7.0,14.0,0.16,2.0,41.0,49.0,14.0,14.0,32.0,9.52,21.0,,,0.0,14.0,5.0,0.24,6.0,2.33
-1.0,24.0,22.0,19.0,0.95,45.0,1.0,0.0,70.0,1.0,52.55,25.62,34502.44,18.0,0.45,213.0,0.04,1916.8,1346.57,0.05,1.0,2.0,27.0,0.21,0.0,81.0,132.0,49.0,31.0,95.0,0.0,70.0,,,0.0,4.0,20.0,0.29,2.0,2.0
-1.0,24.0,7.0,4.0,1.0,22.0,1.0,0.0,31.0,2.0,30.45,28.98,25572.65,4.0,0.29,158.0,0.03,1420.7,882.42,0.25,3.0,6.0,20.0,0.06,2.0,63.0,95.0,25.0,23.0,70.0,31.11,33.0,,,12.0,12.0,4.0,0.12,6.0,2.0
-1.0,3.0,13.0,2.0,0.25,23.0,3.0,0.29,17.0,0.0,18.37,20.67,7844.38,1.0,0.13,74.0,0.05,435.8,379.57,0.38,4.0,7.0,17.0,0.42,0.0,31.0,43.0,15.0,20.0,19.0,15.0,17.0,,,3.0,14.0,8.0,0.47,6.0,2.33
-1.0,3.0,3.0,1.0,0.5,6.0,1.0,0.0,10.0,2.0,8.79,12.0,1265.83,0.0,0.04,27.0,0.08,70.32,105.49,0.5,1.0,2.0,6.0,0.14,0.0,12.0,15.0,5.0,10.0,14.0,0.0,10.0,,,0.0,4.0,2.0,0.2,2.0,2.0
-1.0,1.0,5.0,3.0,1.0,12.0,1.0,0.0,13.0,1.0,19.11,10.5,2107.08,2.0,0.07,45.0,0.1,117.06,200.67,0.33,2.0,4.0,11.0,0.19,0.0,21.0,24.0,11.0,11.0,16.0,7.14,13.0,,,1.0,8.0,3.0,0.23,4.0,2.0
-1.0,3.0,9.0,1.0,0.17,18.0,1.0,0.0,22.0,3.0,27.21,20.39,11307.85,0.0,0.18,101.0,0.05,628.21,554.68,0.17,2.0,4.0,14.0,0.22,0.0,39.0,62.0,22.0,23.0,27.0,4.35,22.0,,,1.0,8.0,6.0,0.27,4.0,2.0
-1.0,1.0,7.0,1.0,0.25,14.0,1.0,0.0,13.0,1.0,14.3,23.27,7746.14,0.0,0.11,70.0,0.04,430.34,332.84,0.25,3.0,6.0,12.0,0.25,0.0,32.0,38.0,11.0,16.0,16.0,7.14,13.0,,,1.0,12.0,4.0,0.31,6.0,2.0
-1.0,1.0,11.0,2.0,0.33,22.0,6.0,1.0,12.0,0.0,11.97,25.0,7483.01,2.0,0.1,61.0,0.04,415.72,299.32,1.0,5.0,9.0,18.0,0.43,0.0,25.0,36.0,10.0,20.0,14.0,0.0,12.0,,,0.0,18.0,6.0,0.5,8.0,2.25
-1.0,56.0,71.0,17.0,0.47,181.0,1.0,0.0,99.0,0.0,79.48,89.75,640223.79,13.0,2.38,1056.0,0.01,35567.99,7133.16,0.03,35.0,70.0,147.0,0.16,42.0,489.0,567.0,79.0,29.0,230.0,40.0,141.0,,,24.0,140.0,36.0,0.26,70.0,2.0
-1.0,27.0,25.0,22.0,0.96,51.0,1.0,0.0,79.0,1.0,54.19,28.96,45461.48,20.0,0.52,243.0,0.03,2525.64,1569.64,0.04,1.0,2.0,30.0,0.21,0.0,92.0,151.0,54.0,34.0,107.0,0.0,79.0,,,0.0,4.0,23.0,0.29,2.0,2.0
-1.0,1.0,13.0,3.0,0.43,32.0,4.0,0.5,20.0,0.0,33.58,20.52,14141.06,4.0,0.23,127.0,0.05,785.61,689.14,0.57,6.0,12.0,27.0,0.32,0.0,57.0,70.0,25.0,18.0,22.0,0.0,20.0,,,0.0,24.0,7.0,0.35,12.0,2.0
-1.0,23.0,11.0,5.0,0.63,24.0,1.0,0.0,45.0,1.0,41.03,24.91,25462.18,5.0,0.34,176.0,0.04,1414.57,1022.09,0.13,2.0,4.0,18.0,0.1,1.0,77.0,99.0,34.0,22.0,77.0,15.09,46.0,,,7.0,8.0,8.0,0.17,4.0,2.0
-1.0,12.0,5.0,2.0,0.67,16.0,1.0,0.0,19.0,1.0,58.18,15.45,13896.4,2.0,0.3,161.0,0.06,772.02,899.18,0.33,2.0,4.0,15.0,0.07,0.0,68.0,93.0,33.0,15.0,45.0,40.63,19.0,,,13.0,8.0,3.0,0.16,4.0,2.0
-1.0,6.0,5.0,2.0,0.67,13.0,1.0,0.0,13.0,1.0,22.11,10.58,2473.23,1.0,0.08,51.0,0.09,137.4,233.83,0.33,2.0,4.0,12.0,0.12,2.0,25.0,26.0,13.0,11.0,25.0,27.78,15.0,,,3.0,8.0,3.0,0.2,4.0,2.0
-1.0,0.0,5.0,3.0,1.0,12.0,1.0,0.0,7.0,1.0,15.57,12.6,2472.31,1.0,0.07,44.0,0.08,137.35,196.21,0.33,2.0,4.0,11.0,0.38,0.0,21.0,23.0,10.0,12.0,8.0,0.0,7.0,,,0.0,8.0,3.0,0.43,4.0,2.0
-1.0,9.0,11.0,6.0,1.0,22.0,5.0,0.8,21.0,2.0,39.03,15.0,8781.18,5.0,0.2,110.0,0.07,487.84,585.41,0.83,4.0,8.0,18.0,0.16,0.0,50.0,60.0,25.0,15.0,38.0,25.0,21.0,,,7.0,16.0,6.0,0.29,8.0,2.0
-1.0,4.0,11.0,4.0,0.67,22.0,4.0,0.6,24.0,2.0,29.2,19.5,11102.33,4.0,0.19,111.0,0.05,616.8,569.35,0.67,5.0,9.0,18.0,0.19,0.0,52.0,59.0,20.0,15.0,32.0,11.11,24.0,,,3.0,18.0,6.0,0.25,8.0,2.25
-1.0,4.0,5.0,3.0,1.0,12.0,1.0,0.0,27.0,4.0,45.16,12.29,6817.14,4.0,0.18,110.0,0.08,378.73,554.88,0.33,2.0,4.0,11.0,0.09,0.0,43.0,67.0,21.0,12.0,33.0,3.57,27.0,,,1.0,8.0,3.0,0.11,4.0,2.0
-1.0,18.0,19.0,2.0,0.2,41.0,5.0,0.44,60.0,1.0,61.6,40.23,99691.06,5.0,0.83,392.0,0.02,5538.39,2478.2,0.5,9.0,17.0,33.0,0.07,1.0,177.0,215.0,55.0,25.0,138.0,49.58,61.0,,,58.0,34.0,10.0,0.16,16.0,2.13
-1.0,5.0,13.0,4.0,0.57,19.0,7.0,1.0,23.0,3.0,29.28,11.78,4063.55,2.0,0.11,71.0,0.08,225.75,344.92,1.0,4.0,8.0,14.0,0.17,0.0,29.0,42.0,16.0,13.0,41.0,34.29,23.0,,,12.0,16.0,7.0,0.3,8.0,2.0
-1.0,1.0,13.0,1.0,0.14,21.0,6.0,0.83,8.0,0.0,8.51,21.12,3799.3,0.0,0.06,44.0,0.05,211.07,179.85,0.86,6.0,10.0,16.0,0.7,0.0,13.0,31.0,4.0,13.0,10.0,0.0,8.0,,,0.0,20.0,7.0,0.88,8.0,2.5
