n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,l
13.0,7.0,21.0,0.0,5.0,12.0,4.0,0.11,6.0,2.0,4.0,1.0,55.0,1.0,0.0,37.0,1.0,4.0,1.0,89.21,24.0,51383.14,0.71,347.0,0.04,2854.62,2140.96,0.25,3.0,6.0,53.0,0.07,144.0,203.0,54.0,18.0,56.0,11.9,37.0,-1.0
2.0,3.0,4.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,13.0,1.0,0.0,9.0,3.0,1.0,0.5,42.03,6.19,1609.1,0.09,56.0,0.16,89.39,260.06,0.5,1.0,2.0,13.0,0.17,22.0,34.0,16.0,9.0,12.0,0.0,9.0,-1.0
0.0,3.0,6.0,0.0,0.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,13.0,1.0,0.0,11.0,0.0,1.0,0.5,34.43,7.86,2125.46,0.09,59.0,0.13,118.08,270.51,0.5,1.0,2.0,13.0,0.17,22.0,37.0,14.0,10.0,12.0,0.0,11.0,-1.0
6.0,27.0,7.0,0.0,0.0,44.0,14.0,0.37,18.0,2.44,14.0,1.0,86.0,9.0,0.62,38.0,2.0,14.0,1.0,41.06,42.15,72932.91,0.58,323.0,0.02,4051.83,1730.49,0.64,13.0,22.0,74.0,0.31,119.0,204.0,24.0,17.0,45.0,0.0,38.0,-1.0
1.0,3.0,5.0,0.0,1.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,12.0,1.0,0.0,9.0,1.0,2.0,1.0,25.29,11.85,3548.61,0.1,63.0,0.08,197.14,299.56,0.5,1.0,2.0,12.0,0.17,22.0,41.0,13.0,14.0,12.0,10.0,9.0,-1.0
10.0,11.0,19.0,0.0,3.0,20.0,6.0,0.17,10.0,2.0,6.0,1.0,48.0,1.0,0.0,36.0,0.0,4.0,0.67,115.58,11.75,15944.27,0.45,223.0,0.09,885.79,1357.5,0.17,5.0,10.0,44.0,0.12,83.0,140.0,53.0,15.0,50.0,7.69,36.0,-1.0
5.0,3.0,6.0,0.0,1.0,4.0,2.0,0.12,2.0,2.0,2.0,1.0,17.0,1.0,0.0,17.0,1.0,1.0,0.5,50.08,14.0,9816.39,0.23,139.0,0.07,545.36,701.17,0.5,1.0,2.0,17.0,0.08,56.0,83.0,22.0,11.0,24.0,5.56,17.0,-1.0
3.0,11.0,3.0,0.0,0.0,20.0,6.0,0.25,10.0,2.0,2.0,0.33,26.0,1.0,0.0,24.0,1.0,4.0,0.67,31.92,18.79,11268.26,0.2,116.0,0.05,626.01,599.71,0.17,5.0,10.0,22.0,0.21,42.0,74.0,19.0,17.0,28.0,0.0,24.0,-1.0
0.0,5.0,4.0,0.0,0.0,8.0,3.0,0.3,4.0,2.0,2.0,0.67,15.0,1.0,0.0,10.0,1.0,1.0,0.33,23.36,8.4,1648.21,0.07,44.0,0.12,91.57,196.21,0.33,2.0,4.0,14.0,0.25,14.0,30.0,10.0,12.0,12.0,0.0,10.0,-1.0
5.0,13.0,4.0,0.0,3.0,22.0,7.0,0.23,10.0,2.2,4.0,0.57,30.0,7.0,1.0,31.0,0.0,6.0,0.86,26.27,19.43,9914.72,0.17,104.0,0.05,550.82,510.32,1.0,6.0,11.0,25.0,0.17,34.0,70.0,14.0,16.0,41.0,8.82,31.0,-1.0
0.0,7.0,3.0,0.0,0.0,6.0,4.0,0.25,2.0,3.0,2.0,0.5,14.0,3.0,0.67,16.0,0.0,3.0,0.75,23.55,8.45,1681.86,0.07,44.0,0.12,93.44,199.04,0.75,2.0,3.0,12.0,0.24,13.0,31.0,10.0,13.0,17.0,0.0,16.0,-1.0
3.0,3.0,5.0,0.0,5.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,11.0,1.0,0.0,7.0,0.0,2.0,1.0,20.1,11.7,2752.14,0.08,52.0,0.09,152.9,235.23,0.5,1.0,2.0,11.0,0.13,18.0,34.0,10.0,13.0,16.0,41.67,7.0,-1.0
0.0,5.0,4.0,0.0,0.0,8.0,3.0,0.21,4.0,2.0,3.0,1.0,15.0,3.0,1.0,14.0,1.0,1.0,0.33,26.73,9.21,2266.4,0.08,53.0,0.11,125.91,246.12,1.0,2.0,4.0,14.0,0.2,17.0,36.0,12.0,13.0,15.0,0.0,14.0,-1.0
3.0,6.0,4.0,0.0,0.0,4.0,4.0,0.31,2.0,2.0,3.0,0.75,15.0,3.0,0.67,13.0,1.0,3.0,0.75,28.67,7.0,1404.72,0.07,45.0,0.14,78.04,200.67,0.75,1.0,2.0,13.0,0.22,14.0,31.0,11.0,11.0,18.0,0.0,13.0,-1.0
0.0,7.0,6.0,0.0,0.0,10.0,4.0,0.29,4.0,2.5,2.0,0.5,20.0,3.0,0.67,14.0,1.0,2.0,0.5,34.38,9.75,3268.21,0.11,69.0,0.1,181.57,335.2,0.75,3.0,5.0,18.0,0.27,24.0,45.0,16.0,13.0,15.0,0.0,14.0,-1.0
5.0,13.0,11.0,0.0,0.0,24.0,7.0,0.21,12.0,2.0,6.0,0.86,42.0,5.0,0.67,34.0,2.0,5.0,0.71,42.13,26.79,30243.28,0.38,200.0,0.04,1680.18,1128.77,0.71,6.0,12.0,37.0,0.18,74.0,126.0,29.0,21.0,40.0,0.0,34.0,-1.0
1.0,6.0,6.0,0.0,0.0,4.0,4.0,0.2,2.0,2.0,3.0,0.75,21.0,1.0,0.0,20.0,0.0,3.0,0.75,36.92,14.61,7876.2,0.18,106.0,0.07,437.57,539.27,0.25,1.0,2.0,19.0,0.17,37.0,69.0,19.0,15.0,23.0,0.0,20.0,-1.0
0.0,8.0,6.0,0.0,1.0,8.0,5.0,0.28,4.0,2.0,3.0,0.6,22.0,3.0,0.5,18.0,1.0,3.0,0.6,33.38,14.25,6778.53,0.16,90.0,0.07,376.58,475.69,0.6,2.0,4.0,19.0,0.25,30.0,60.0,20.0,19.0,20.0,5.26,18.0,-1.0
3.0,11.0,7.0,0.0,0.0,18.0,6.0,0.29,8.0,2.25,4.0,0.67,28.0,4.0,0.6,21.0,2.0,4.0,0.67,37.67,18.75,13244.88,0.24,131.0,0.05,735.83,706.39,0.67,5.0,9.0,24.0,0.24,50.0,81.0,24.0,18.0,25.0,0.0,21.0,-1.0
9.0,7.0,10.0,0.0,4.0,12.0,4.0,0.11,6.0,2.0,4.0,1.0,32.0,4.0,1.0,37.0,0.0,4.0,1.0,69.01,16.93,19777.28,0.39,207.0,0.06,1098.74,1168.28,1.0,3.0,6.0,30.0,0.08,79.0,128.0,35.0,15.0,51.0,9.76,37.0,-1.0
11.0,43.0,16.0,0.0,4.0,76.0,22.0,0.21,34.0,2.24,17.0,0.77,119.0,12.0,0.52,103.0,3.0,18.0,0.82,70.89,48.94,169799.06,1.16,557.0,0.02,9433.28,3469.45,0.55,21.0,38.0,99.0,0.18,208.0,349.0,51.0,24.0,119.0,3.74,103.0,-1.0
3.0,3.0,5.0,0.0,5.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,11.0,1.0,0.0,7.0,0.0,2.0,1.0,17.22,13.72,3243.25,0.08,53.0,0.07,180.18,236.35,0.5,1.0,2.0,11.0,0.13,19.0,34.0,9.0,13.0,16.0,41.67,7.0,-1.0
4.0,5.0,11.0,0.0,0.0,8.0,3.0,0.16,4.0,2.0,3.0,1.0,30.0,1.0,0.0,19.0,2.0,3.0,1.0,58.1,12.43,8983.13,0.24,142.0,0.08,499.06,722.42,0.33,2.0,4.0,29.0,0.13,52.0,90.0,23.0,11.0,24.0,0.0,19.0,-1.0
10.0,14.0,15.0,0.0,3.0,18.0,8.0,0.16,8.0,2.25,8.0,1.0,49.0,5.0,0.57,50.0,0.0,4.0,0.5,75.66,19.93,30048.37,0.5,246.0,0.05,1669.35,1507.8,0.63,5.0,9.0,43.0,0.13,93.0,153.0,49.0,21.0,64.0,5.66,50.0,-1.0
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,7.0,1.0,0.0,9.0,0.0,2.0,1.0,15.92,8.64,1189.32,0.05,33.0,0.12,66.07,137.61,0.5,1.0,2.0,7.0,0.15,11.0,22.0,7.0,11.0,13.0,0.0,9.0,-1.0
9.0,12.0,10.0,0.0,8.0,16.0,7.0,0.21,8.0,2.0,6.0,0.86,38.0,1.0,0.0,34.0,1.0,5.0,0.71,54.94,20.4,22864.72,0.37,193.0,0.05,1270.26,1120.82,0.14,4.0,8.0,33.0,0.13,68.0,125.0,35.0,21.0,53.0,19.05,34.0,-1.0
0.0,3.0,6.0,0.0,0.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,14.0,1.0,0.0,11.0,0.0,1.0,0.5,35.16,8.21,2372.72,0.1,63.0,0.12,131.82,288.85,0.5,1.0,2.0,14.0,0.17,23.0,40.0,14.0,10.0,12.0,0.0,11.0,-1.0
2.0,3.0,6.0,1.0,0.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,11.0,1.0,0.0,10.0,1.0,2.0,1.0,25.4,13.71,4777.91,0.12,71.0,0.07,265.44,348.39,0.5,1.0,2.0,11.0,0.14,24.0,47.0,14.0,16.0,14.0,9.09,11.0,1.0
4.0,17.0,5.0,0.0,0.0,24.0,9.0,0.45,8.0,3.0,9.0,1.0,50.0,9.0,1.0,20.0,1.0,9.0,1.0,46.86,14.55,9917.4,0.23,134.0,0.07,550.97,681.72,1.0,8.0,12.0,43.0,0.35,47.0,87.0,21.0,13.0,26.0,0.0,20.0,1.0
7.0,9.0,20.0,1.0,0.0,16.0,5.0,0.1,8.0,2.0,5.0,1.0,49.0,3.0,0.5,47.0,0.0,4.0,0.8,90.12,19.38,33861.93,0.58,285.0,0.05,1881.22,1746.85,0.6,4.0,8.0,46.0,0.09,112.0,173.0,52.0,18.0,56.0,2.08,48.0,1.0
0.0,3.0,2.0,0.0,1.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,9.0,1.0,0.0,9.0,2.0,2.0,1.0,18.62,14.88,4118.96,0.09,57.0,0.07,228.83,276.9,0.5,1.0,2.0,9.0,0.17,21.0,36.0,12.0,17.0,12.0,10.0,9.0,1.0
7.0,7.0,8.0,0.0,0.0,4.0,5.0,0.14,2.0,2.0,4.0,0.8,30.0,1.0,0.0,36.0,0.0,4.0,0.8,55.99,19.75,21840.0,0.37,198.0,0.05,1213.33,1105.82,0.2,1.0,2.0,27.0,0.11,79.0,119.0,32.0,16.0,44.0,0.0,36.0,1.0
9.0,11.0,13.0,0.0,9.0,8.0,8.0,0.1,4.0,2.0,5.0,0.63,43.0,1.0,0.0,79.0,2.0,7.0,0.88,123.35,19.27,45791.28,0.79,367.0,0.05,2543.96,2376.59,0.13,2.0,4.0,37.0,0.08,152.0,215.0,71.0,18.0,102.0,10.23,79.0,1.0
9.0,23.0,13.0,0.0,2.0,20.0,14.0,0.18,10.0,2.0,13.0,0.93,80.0,1.0,0.0,79.0,0.0,12.0,0.86,115.54,19.78,45226.86,0.76,367.0,0.05,2512.6,2285.98,0.07,5.0,10.0,68.0,0.15,135.0,232.0,58.0,17.0,91.0,2.47,79.0,1.0
15.0,27.0,17.0,4.0,6.0,38.0,15.0,0.21,18.0,2.11,15.0,1.0,83.0,7.0,0.43,66.0,1.0,14.0,0.93,73.44,25.26,46844.09,0.62,314.0,0.04,2602.45,1854.76,0.47,10.0,19.0,70.0,0.16,109.0,205.0,41.0,19.0,94.0,13.16,70.0,1.0
21.0,30.0,25.0,1.0,3.0,26.0,18.0,0.16,12.0,2.17,16.0,0.89,115.0,3.0,0.12,112.0,1.0,11.0,0.61,102.5,38.09,148686.82,1.3,597.0,0.03,8260.37,3903.88,0.17,7.0,13.0,99.0,0.13,219.0,378.0,69.0,24.0,138.0,3.45,113.0,1.0
2.0,5.0,6.0,0.0,7.0,8.0,3.0,0.25,4.0,2.0,3.0,1.0,15.0,1.0,0.0,12.0,1.0,3.0,1.0,29.1,10.5,3208.05,0.1,65.0,0.1,178.23,305.53,0.33,2.0,4.0,14.0,0.13,21.0,44.0,13.0,13.0,23.0,36.84,12.0,1.0
7.0,7.0,22.0,0.0,0.0,4.0,5.0,0.09,2.0,2.0,5.0,1.0,52.0,1.0,0.0,57.0,0.0,5.0,1.0,139.4,16.46,37755.59,0.76,357.0,0.06,2097.53,2294.18,0.2,1.0,2.0,49.0,0.08,144.0,213.0,70.0,16.0,65.0,0.0,57.0,1.0
5.0,6.0,6.0,1.0,0.0,4.0,4.0,0.18,2.0,2.0,3.0,0.75,19.0,1.0,0.0,21.0,0.0,3.0,0.75,32.17,13.68,6017.65,0.15,88.0,0.07,334.31,440.0,0.25,1.0,2.0,17.0,0.14,31.0,57.0,17.0,15.0,28.0,4.55,22.0,1.0
2.0,7.0,6.0,0.0,5.0,12.0,4.0,0.33,6.0,2.0,4.0,1.0,19.0,1.0,0.0,12.0,1.0,3.0,0.75,28.84,11.5,3814.64,0.11,69.0,0.09,211.92,331.71,0.25,3.0,6.0,17.0,0.19,23.0,46.0,14.0,14.0,21.0,29.41,12.0,1.0
10.0,22.0,17.0,0.0,3.0,30.0,12.0,0.27,12.0,2.5,10.0,0.83,69.0,7.0,0.55,45.0,1.0,8.0,0.67,69.77,26.35,48459.37,0.61,299.0,0.04,2692.19,1838.77,0.58,9.0,15.0,59.0,0.2,110.0,189.0,48.0,23.0,59.0,6.25,45.0,1.0
7.0,27.0,9.0,1.0,4.0,46.0,14.0,0.33,20.0,2.3,12.0,0.86,64.0,6.0,0.38,42.0,0.0,11.0,0.79,35.69,27.62,27226.57,0.33,184.0,0.04,1512.59,985.79,0.43,13.0,23.0,52.0,0.25,58.0,126.0,21.0,20.0,57.0,10.64,43.0,1.0
8.0,22.0,35.0,0.0,0.0,16.0,15.0,0.14,8.0,2.0,14.0,0.93,109.0,5.0,0.29,107.0,0.0,15.0,1.0,189.82,24.81,116852.98,1.57,675.0,0.04,6491.83,4709.66,0.33,4.0,8.0,96.0,0.13,263.0,412.0,106.0,20.0,118.0,0.0,107.0,1.0
19.0,27.0,27.0,0.0,1.0,52.0,14.0,0.13,26.0,2.0,10.0,0.71,149.0,1.0,0.0,106.0,0.0,10.0,0.71,125.82,44.77,252155.78,1.88,829.0,0.02,14008.65,5632.57,0.07,13.0,26.0,137.0,0.11,308.0,521.0,86.0,25.0,127.0,0.93,106.0,1.0
1.0,5.0,9.0,0.0,0.0,8.0,3.0,0.2,4.0,2.0,3.0,1.0,19.0,1.0,0.0,15.0,2.0,3.0,1.0,43.46,11.14,5396.06,0.16,96.0,0.09,299.78,484.26,0.33,2.0,4.0,18.0,0.17,39.0,57.0,21.0,12.0,18.0,0.0,15.0,1.0
19.0,24.0,17.0,2.0,12.0,16.0,15.0,0.17,8.0,2.0,9.0,0.6,83.0,1.0,0.0,86.0,0.0,11.0,0.73,92.86,35.1,114410.43,1.09,495.0,0.03,6356.14,3259.56,0.07,4.0,8.0,70.0,0.12,189.0,306.0,70.0,26.0,122.0,14.0,88.0,1.0
5.0,5.0,10.0,1.0,1.0,8.0,3.0,0.23,4.0,2.0,3.0,1.0,21.0,1.0,0.0,12.0,1.0,3.0,1.0,46.32,10.21,4832.73,0.16,93.0,0.1,268.48,473.13,0.33,2.0,4.0,20.0,0.14,33.0,60.0,21.0,13.0,21.0,14.29,13.0,1.0
5.0,8.0,8.0,0.0,2.0,8.0,5.0,0.22,4.0,2.0,5.0,1.0,28.0,1.0,0.0,23.0,0.0,5.0,1.0,55.49,8.48,3988.71,0.16,91.0,0.12,221.59,470.46,0.2,2.0,4.0,25.0,0.16,30.0,61.0,23.0,13.0,31.0,8.0,23.0,1.0
11.0,40.0,18.0,9.0,12.0,58.0,22.0,0.19,28.0,2.07,19.0,0.86,138.0,15.0,0.67,105.0,0.0,19.0,0.86,75.75,43.23,141550.33,1.09,529.0,0.02,7863.91,3274.42,0.68,15.0,29.0,118.0,0.16,166.0,363.0,48.0,25.0,140.0,16.67,114.0,1.0
1.0,5.0,5.0,0.0,3.0,8.0,3.0,0.27,4.0,2.0,3.0,1.0,14.0,1.0,0.0,11.0,0.0,2.0,0.67,28.48,9.5,2569.87,0.09,59.0,0.11,142.77,270.51,0.33,2.0,4.0,13.0,0.18,19.0,40.0,12.0,12.0,17.0,21.43,11.0,1.0
1.0,3.0,5.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,13.0,1.0,0.0,6.0,2.0,2.0,1.0,25.23,6.5,1066.0,0.05,41.0,0.15,59.22,164.0,0.5,1.0,2.0,13.0,0.22,13.0,28.0,8.0,8.0,9.0,0.0,6.0,1.0
27.0,51.0,45.0,3.0,2.0,62.0,30.0,0.14,30.0,2.07,23.0,0.77,229.0,14.0,0.45,211.0,0.0,27.0,0.9,195.9,54.54,582830.35,3.56,1413.0,0.02,32379.46,10685.45,0.47,16.0,31.0,201.0,0.12,556.0,857.0,158.0,31.0,246.0,2.31,214.0,1.0
10.0,13.0,17.0,2.0,6.0,12.0,8.0,0.19,6.0,2.0,6.0,0.75,47.0,5.0,0.57,41.0,1.0,6.0,0.75,99.17,12.98,16702.0,0.43,217.0,0.08,927.89,1286.97,0.63,3.0,6.0,41.0,0.13,73.0,144.0,45.0,16.0,60.0,16.32,43.0,1.0
