n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,l
7.0,13.0,3.0,0.0,6.0,18.0,7.0,0.27,6.0,3.0,0.43,26.0,6.0,0.83,26.0,0.0,3.0,0.43,23.39,29.87,20863.11,0.23,141.0,0.03,1159.06,698.54,0.86,6.0,9.0,21.0,0.17,56.0,85.0,15.0,16.0,41.0,18.75,26.0,-1.0
2.0,3.0,1.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,7.97,5.83,271.29,0.02,14.0,0.17,15.07,46.51,0.5,1.0,2.0,5.0,0.2,5.0,9.0,3.0,7.0,10.0,0.0,6.0,-1.0
0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,16.14,3.5,197.65,0.02,17.0,0.29,10.98,56.47,1.0,0.0,0.0,5.0,0.17,7.0,10.0,5.0,5.0,6.0,0.0,4.0,-1.0
6.0,41.0,3.0,3.0,0.0,68.0,21.0,0.28,28.0,15.0,0.71,69.0,21.0,1.0,72.0,0.0,21.0,1.0,73.98,24.85,45693.84,0.61,331.0,0.04,2538.55,1838.57,1.0,20.0,34.0,50.0,0.25,130.0,201.0,34.0,13.0,83.0,4.0,75.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.61,1.0,0.0,0.0,2.0,0.25,0.0,5.0,0.0,5.0,4.0,0.0,2.0,-1.0
27.0,1.0,1.0,0.0,27.0,0.0,1.0,0.0,0.0,1.0,1.0,42.0,1.0,0.0,412.0,0.0,1.0,1.0,19.25,316.29,1925547.43,2.02,1522.0,0.0,106974.86,6088.0,1.0,0.0,0.0,43.0,0.0,492.0,1030.0,7.0,9.0,468.0,6.15,412.0,-1.0
4.0,6.0,3.0,1.0,0.0,0.0,5.0,0.23,0.0,5.0,1.0,12.0,1.0,0.0,21.0,0.0,5.0,1.0,34.9,9.88,3408.59,0.11,71.0,0.1,189.37,344.92,0.2,0.0,0.0,9.0,0.18,28.0,43.0,17.0,12.0,28.0,4.55,22.0,-1.0
6.0,7.0,10.0,1.0,11.0,12.0,4.0,0.12,6.0,4.0,1.0,21.0,1.0,0.0,32.0,0.0,4.0,1.0,56.08,10.43,6105.91,0.2,116.0,0.1,339.22,585.15,0.25,3.0,6.0,19.0,0.07,48.0,68.0,23.0,10.0,56.0,27.27,33.0,-1.0
0.0,5.0,1.0,0.0,3.0,8.0,3.0,0.2,4.0,3.0,1.0,10.0,1.0,0.0,15.0,0.0,3.0,1.0,27.6,10.33,2947.55,0.1,66.0,0.1,163.75,285.25,0.33,2.0,4.0,9.0,0.12,31.0,35.0,12.0,8.0,25.0,16.67,15.0,-1.0
8.0,11.0,8.0,3.0,9.0,14.0,6.0,0.18,4.0,2.0,0.33,34.0,5.0,0.8,31.0,0.0,2.0,0.33,50.45,19.92,20022.14,0.34,179.0,0.05,1112.34,1005.03,0.83,5.0,7.0,30.0,0.11,75.0,104.0,32.0,17.0,53.0,27.91,34.0,-1.0
0.0,3.0,0.0,0.0,2.0,4.0,2.0,0.4,2.0,1.0,0.5,5.0,1.0,0.0,5.0,0.0,2.0,1.0,10.28,4.38,196.76,0.01,13.0,0.23,10.93,44.97,0.5,1.0,2.0,5.0,0.22,5.0,8.0,4.0,7.0,9.0,28.57,5.0,-1.0
21.0,15.0,9.0,2.0,14.0,26.0,8.0,0.1,12.0,5.0,0.63,52.0,3.0,0.29,82.0,0.0,0.0,0.0,87.79,39.59,137611.34,1.16,569.0,0.03,7645.07,3475.75,0.38,7.0,13.0,46.0,0.07,194.0,375.0,49.0,20.0,121.0,16.32,84.0,-1.0
0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.17,1.0,0.0,1.0,0.0,6.0,80.0,4.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,0.25,0.0,4.0,0.0,4.0,4.0,0.0,2.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.2,2.0,1.0,0.5,5.0,1.0,0.0,10.0,1.0,2.0,1.0,15.0,10.08,1524.96,0.05,37.0,0.1,84.72,151.24,0.5,1.0,2.0,5.0,0.17,11.0,26.0,6.0,11.0,12.0,0.0,10.0,-1.0
11.0,9.0,5.0,1.0,5.0,14.0,5.0,0.12,6.0,4.0,0.8,25.0,3.0,0.5,41.0,0.0,2.0,0.4,44.34,24.5,26614.86,0.36,207.0,0.04,1478.6,1086.32,0.6,4.0,7.0,22.0,0.08,84.0,123.0,24.0,14.0,60.0,12.77,42.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,1.0,2.0,1.0,0.0,5.0,3.0,1.0,1.0,12.69,8.1,832.67,0.03,27.0,0.12,46.26,102.8,1.0,0.0,0.0,3.0,0.1,9.0,18.0,5.0,9.0,10.0,0.0,5.0,-1.0
53.0,23.0,4.0,3.0,1.0,38.0,12.0,0.3,16.0,8.0,0.67,40.0,1.0,0.0,37.0,0.0,12.0,1.0,50.86,16.07,13151.58,0.27,157.0,0.06,730.64,817.88,0.08,11.0,19.0,30.0,0.12,67.0,90.0,25.0,12.0,97.0,9.76,40.0,-1.0
10.0,49.0,19.0,6.0,19.0,68.0,25.0,0.43,20.0,24.0,0.96,95.0,6.0,0.21,52.0,0.0,21.0,0.84,48.19,26.59,34076.93,0.43,246.0,0.04,1893.16,1281.53,0.24,24.0,36.0,72.0,0.28,78.0,168.0,22.0,15.0,90.0,32.47,58.0,-1.0
55.0,5.0,4.0,0.0,4.0,8.0,3.0,0.08,4.0,3.0,1.0,17.0,1.0,0.0,37.0,0.0,3.0,1.0,42.02,14.54,8882.16,0.2,137.0,0.07,493.45,610.94,0.33,2.0,4.0,16.0,0.03,42.0,95.0,13.0,9.0,99.0,9.76,37.0,-1.0
23.0,1.0,2.0,2.0,25.0,0.0,1.0,0.03,0.0,1.0,1.0,3.0,1.0,0.0,34.0,0.0,0.0,0.0,90.04,11.57,12056.16,0.35,200.0,0.09,669.79,1041.89,1.0,0.0,0.0,4.0,0.01,72.0,128.0,28.0,9.0,86.0,44.26,36.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,6.0,0.0,0.0,15.51,1.0,0.0,0.0,2.0,0.2,0.0,6.0,0.0,6.0,5.0,0.0,2.0,-1.0
6.0,9.0,4.0,0.0,12.0,16.0,5.0,0.14,8.0,5.0,1.0,20.0,1.0,0.0,36.0,0.0,2.0,0.4,33.69,16.32,8977.94,0.18,110.0,0.06,498.77,550.0,0.2,4.0,8.0,17.0,0.09,37.0,73.0,17.0,15.0,56.0,25.0,36.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,6.2,2.5,38.77,0.01,6.0,0.4,2.15,15.51,1.0,0.0,0.0,3.0,0.25,1.0,5.0,1.0,5.0,4.0,0.0,2.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,27.47,1.5,61.81,0.01,13.0,0.67,3.43,41.21,1.0,0.0,0.0,2.0,0.17,6.0,7.0,6.0,3.0,6.0,0.0,4.0,-1.0
704.0,60.0,19.0,2.0,28.0,78.0,31.0,0.06,22.0,14.0,0.45,182.0,19.0,0.6,492.0,0.0,4.0,0.13,261.7,41.64,453835.77,3.63,1520.0,0.02,25213.1,10898.29,0.61,28.0,39.0,153.0,0.03,583.0,937.0,126.0,18.0,1229.0,5.75,494.0,-1.0
3.0,11.0,5.0,4.0,12.0,20.0,6.0,0.18,10.0,6.0,1.0,24.0,1.0,0.0,29.0,0.0,6.0,1.0,44.56,12.0,6416.47,0.18,106.0,0.08,356.47,534.71,0.17,5.0,10.0,20.0,0.12,48.0,58.0,22.0,11.0,50.0,35.56,33.0,-1.0
1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,39.26,3.2,402.06,0.04,33.0,0.31,22.34,125.64,1.0,0.0,0.0,5.0,0.13,16.0,17.0,10.0,4.0,8.0,0.0,4.0,-1.0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,7.65,7.5,430.2,0.02,16.0,0.13,23.9,57.36,0.5,1.0,2.0,5.0,0.22,5.0,11.0,3.0,9.0,9.0,0.0,7.0,-1.0
4.0,17.0,0.0,1.0,0.0,18.0,9.0,0.64,2.0,1.0,0.11,19.0,9.0,1.0,13.0,0.0,8.0,0.89,23.84,10.0,2384.18,0.08,52.0,0.1,132.45,238.42,1.0,8.0,27.0,12.0,0.41,20.0,32.0,12.0,12.0,22.0,7.14,14.0,-1.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.33,0.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,18.82,4.0,301.14,0.03,21.0,0.25,16.73,75.28,1.0,0.0,0.0,4.0,0.17,8.0,13.0,6.0,6.0,6.0,25.0,3.0,-1.0
9.0,19.0,0.0,0.0,2.0,36.0,10.0,0.1,18.0,1.0,0.1,55.0,1.0,0.0,101.0,0.0,1.0,0.1,284.56,8.91,22586.42,0.85,385.0,0.11,1254.8,2535.21,0.1,9.0,18.0,47.0,0.09,196.0,189.0,88.0,8.0,114.0,1.94,101.0,-1.0
4.0,11.0,2.0,0.0,1.0,20.0,6.0,0.23,10.0,3.0,0.5,24.0,5.0,0.8,26.0,0.0,5.0,0.83,37.03,12.75,6019.08,0.16,87.0,0.08,334.39,472.09,0.83,5.0,10.0,20.0,0.18,39.0,48.0,26.0,17.0,33.0,3.7,26.0,-1.0
84.0,45.0,11.0,4.0,156.0,76.0,23.0,0.09,32.0,13.0,0.57,149.0,8.0,0.32,259.0,0.0,17.0,0.74,120.85,54.03,352833.64,2.18,1042.0,0.02,19601.87,6529.99,0.35,22.0,38.0,128.0,0.05,412.0,630.0,61.0,16.0,505.0,38.19,263.0,-1.0
5.0,9.0,5.0,0.0,9.0,16.0,5.0,0.13,8.0,2.0,0.4,25.0,1.0,0.0,38.0,0.0,5.0,1.0,30.74,11.6,4136.75,0.12,75.0,0.09,229.82,356.62,0.2,4.0,8.0,22.0,0.09,29.0,46.0,15.0,12.0,54.0,19.15,38.0,-1.0
9.0,21.0,1.0,1.0,30.0,40.0,11.0,0.15,20.0,2.0,0.18,63.0,1.0,0.0,73.0,0.0,2.0,0.18,53.19,34.59,63638.79,0.61,326.0,0.03,3535.49,1839.9,0.09,10.0,20.0,54.0,0.1,147.0,179.0,34.0,16.0,115.0,29.81,74.0,-1.0
21.0,11.0,22.0,1.0,40.0,20.0,6.0,0.09,10.0,2.0,0.33,48.0,1.0,0.0,67.0,0.0,1.0,0.17,91.12,19.29,33890.31,0.59,283.0,0.05,1882.79,1757.28,0.17,5.0,10.0,44.0,0.05,120.0,163.0,56.0,18.0,131.0,37.96,68.0,-1.0
12.0,9.0,8.0,2.0,10.0,16.0,5.0,0.09,8.0,5.0,1.0,35.0,1.0,0.0,56.0,0.0,0.0,0.0,52.3,34.8,63339.46,0.61,342.0,0.03,3518.86,1820.1,0.2,4.0,8.0,32.0,0.06,116.0,226.0,25.0,15.0,82.0,17.65,58.0,-1.0
332.0,69.0,8.0,1.0,355.0,136.0,35.0,0.08,68.0,33.0,0.94,521.0,1.0,0.0,428.0,0.0,32.0,0.91,1419.95,39.29,2192161.64,18.6,6120.0,0.03,121786.76,55792.03,0.03,34.0,68.0,488.0,0.03,2829.0,3291.0,540.0,15.0,1203.0,45.41,429.0,1.0
6.0,7.0,4.0,0.0,12.0,8.0,4.0,0.2,2.0,2.0,0.5,13.0,4.0,1.0,20.0,0.0,4.0,1.0,47.39,10.75,5476.95,0.17,101.0,0.09,304.28,509.48,1.0,3.0,4.0,11.0,0.1,43.0,58.0,22.0,11.0,41.0,37.5,20.0,1.0
17.0,43.0,9.0,4.0,35.0,58.0,25.0,0.19,28.0,13.0,0.52,100.0,19.0,0.75,131.0,0.0,25.0,1.0,48.08,46.14,102368.56,0.74,348.0,0.02,5687.14,2218.51,0.76,15.0,29.0,77.0,0.13,133.0,215.0,49.0,34.0,189.0,22.94,135.0,1.0
5.0,17.0,0.0,1.0,3.0,26.0,9.0,0.32,10.0,1.0,0.11,26.0,1.0,0.0,27.0,0.0,8.0,0.89,18.09,22.08,8817.76,0.13,84.0,0.05,489.88,399.41,0.11,8.0,13.0,19.0,0.23,41.0,43.0,13.0,14.0,39.0,12.9,28.0,1.0
17.0,130.0,5.0,22.0,37.0,230.0,68.0,0.28,108.0,7.0,0.1,239.0,13.0,0.18,222.0,0.0,60.0,0.88,48.71,95.41,443400.26,1.55,729.0,0.01,24633.35,4647.4,0.19,61.0,115.0,173.0,0.22,275.0,454.0,49.0,34.0,312.0,21.0,244.0,1.0
3.0,3.0,3.0,0.0,0.0,4.0,2.0,0.17,2.0,2.0,1.0,7.0,1.0,0.0,12.0,0.0,2.0,1.0,34.85,6.75,1587.77,0.08,52.0,0.15,88.21,235.23,0.5,1.0,2.0,7.0,0.12,21.0,31.0,14.0,9.0,17.0,0.0,12.0,1.0
3.0,11.0,2.0,1.0,4.0,16.0,6.0,0.19,8.0,4.0,0.67,22.0,1.0,0.0,31.0,0.0,6.0,1.0,27.55,17.19,8142.3,0.16,89.0,0.06,452.35,473.65,0.17,4.0,8.0,18.0,0.14,38.0,51.0,21.0,19.0,43.0,13.89,32.0,1.0
118.0,273.0,5.0,21.0,123.0,430.0,137.0,0.19,158.0,17.0,0.12,494.0,73.0,0.53,709.0,0.0,54.0,0.39,150.7,147.72,3288484.49,7.42,3358.0,0.01,182693.6,22261.38,0.53,136.0,215.0,359.0,0.14,1167.0,2191.0,79.0,20.0,980.0,16.88,730.0,1.0
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,13.29,3.0,119.59,0.01,12.0,0.33,6.64,39.86,1.0,0.0,0.0,4.0,0.2,4.0,8.0,4.0,6.0,5.0,0.0,3.0,1.0
1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.04,0.0,1.0,1.0,16.0,1.0,0.0,25.0,0.0,1.0,1.0,37.87,17.5,11598.34,0.22,141.0,0.06,644.35,662.76,1.0,0.0,0.0,17.0,0.04,56.0,85.0,16.0,10.0,27.0,0.0,25.0,1.0
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,8.98,2.5,56.15,0.01,8.0,0.4,3.12,22.46,1.0,0.0,0.0,4.0,0.25,2.0,6.0,2.0,5.0,4.0,0.0,2.0,1.0
4.0,1.0,1.0,7.0,0.0,0.0,1.0,0.06,0.0,1.0,1.0,6.0,1.0,0.0,10.0,0.0,1.0,1.0,63.01,11.44,8242.37,0.24,132.0,0.09,457.91,720.64,1.0,0.0,0.0,7.0,0.04,61.0,71.0,32.0,12.0,24.0,41.18,17.0,1.0
5.0,3.0,1.0,0.0,10.0,4.0,2.0,0.04,2.0,2.0,1.0,10.0,1.0,0.0,50.0,0.0,2.0,1.0,21.49,37.0,29423.69,0.27,184.0,0.03,1634.65,795.23,0.5,1.0,2.0,10.0,0.03,74.0,110.0,10.0,10.0,67.0,16.67,50.0,1.0
2.0,11.0,4.0,1.0,1.0,12.0,6.0,0.32,2.0,6.0,1.0,18.0,6.0,1.0,18.0,0.0,6.0,1.0,23.46,10.83,2753.7,0.08,57.0,0.09,152.98,254.19,1.0,5.0,6.0,14.0,0.22,26.0,31.0,12.0,10.0,27.0,10.0,19.0,1.0
14.0,60.0,9.0,7.0,27.0,104.0,31.0,0.24,48.0,26.0,0.84,126.0,1.0,0.0,121.0,0.0,31.0,1.0,87.83,42.11,155774.83,1.23,567.0,0.02,8654.16,3698.86,0.03,28.0,52.0,97.0,0.18,268.0,299.0,70.0,22.0,171.0,21.94,128.0,1.0
16.0,49.0,6.0,6.0,34.0,76.0,25.0,0.18,30.0,9.0,0.36,90.0,11.0,0.42,134.0,0.0,4.0,0.16,64.97,41.08,109660.08,0.89,466.0,0.02,6092.23,2669.21,0.44,23.0,38.0,67.0,0.13,174.0,292.0,36.0,17.0,192.0,22.99,140.0,1.0
149.0,387.0,14.0,42.0,523.0,620.0,195.0,0.16,240.0,75.0,0.38,847.0,101.0,0.52,1163.0,0.0,144.0,0.74,267.52,157.53,6638898.42,14.05,5306.0,0.01,368827.68,42142.98,0.52,190.0,349.0,654.0,0.1,2107.0,3199.0,214.0,32.0,1879.0,32.7,1205.0,1.0
4.0,14.0,1.0,1.0,16.0,18.0,8.0,0.17,8.0,2.0,0.25,25.0,1.0,0.0,46.0,0.0,2.0,0.25,22.12,27.14,16294.42,0.2,118.0,0.04,905.25,600.32,0.13,5.0,9.0,19.0,0.12,38.0,80.0,14.0,20.0,69.0,26.98,47.0,1.0
5.0,21.0,7.0,8.0,25.0,34.0,11.0,0.18,14.0,8.0,0.73,42.0,5.0,0.4,54.0,0.0,10.0,0.91,55.12,25.72,36461.36,0.47,240.0,0.04,2025.63,1417.65,0.45,10.0,17.0,33.0,0.12,111.0,129.0,41.0,19.0,95.0,37.93,62.0,1.0
2.0,17.0,7.0,4.0,11.0,30.0,9.0,0.19,14.0,6.0,0.67,34.0,6.0,0.63,44.0,0.0,8.0,0.89,61.37,13.58,11311.16,0.28,150.0,0.07,628.4,833.19,0.67,8.0,15.0,27.0,0.13,64.0,86.0,33.0,14.0,67.0,25.42,48.0,1.0
6.0,1.0,16.0,0.0,2.0,0.0,1.0,0.01,0.0,1.0,1.0,17.0,1.0,0.0,96.0,0.0,1.0,1.0,521.19,4.97,12891.45,0.86,391.0,0.2,716.19,2592.08,1.0,0.0,0.0,18.0,0.01,187.0,204.0,94.0,5.0,106.0,2.04,96.0,1.0
2.0,15.0,1.0,4.0,8.0,28.0,8.0,0.18,14.0,2.0,0.25,31.0,6.0,0.71,40.0,0.0,7.0,0.88,21.4,27.0,15598.04,0.19,126.0,0.04,866.56,577.71,0.75,7.0,14.0,25.0,0.14,54.0,72.0,12.0,12.0,56.0,23.08,44.0,1.0
14.0,9.0,8.0,6.0,17.0,16.0,5.0,0.13,8.0,3.0,0.6,28.0,1.0,0.0,33.0,0.0,5.0,1.0,48.04,17.21,14221.76,0.28,145.0,0.06,790.1,826.56,0.2,4.0,8.0,25.0,0.07,65.0,80.0,34.0,18.0,72.0,41.07,39.0,1.0
20.0,33.0,3.0,8.0,16.0,52.0,17.0,0.14,20.0,8.0,0.47,61.0,9.0,0.5,111.0,0.0,5.0,0.29,55.26,44.84,111104.84,0.83,423.0,0.02,6172.49,2477.93,0.53,16.0,31.0,46.0,0.11,158.0,265.0,37.0,21.0,157.0,17.78,119.0,1.0
9.0,5.0,6.0,1.0,15.0,8.0,3.0,0.16,4.0,3.0,1.0,15.0,1.0,0.0,18.0,0.0,3.0,1.0,56.53,9.0,4578.72,0.17,100.0,0.11,254.37,508.75,0.33,2.0,4.0,14.0,0.07,50.0,50.0,25.0,9.0,46.0,47.06,19.0,1.0
2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.09,0.0,1.0,1.0,2.0,1.0,0.0,11.0,0.0,0.0,0.0,2.22,4.5,45.0,0.0,10.0,0.22,2.5,10.0,1.0,0.0,0.0,3.0,0.07,9.0,1.0,1.0,1.0,14.0,0.0,11.0,1.0
7.0,15.0,5.0,10.0,6.0,18.0,9.0,0.16,8.0,8.0,0.89,36.0,4.0,0.38,47.0,0.0,8.0,0.89,34.55,38.32,50736.47,0.44,229.0,0.03,2818.69,1323.93,0.44,5.0,9.0,29.0,0.13,99.0,130.0,31.0,24.0,72.0,25.4,57.0,1.0
24.0,5.0,4.0,3.0,18.0,8.0,3.0,0.04,4.0,2.0,0.67,15.0,1.0,0.0,76.0,0.0,3.0,1.0,96.3,34.0,111321.75,1.09,536.0,0.03,6184.54,3274.17,0.33,2.0,4.0,14.0,0.02,208.0,328.0,52.0,17.0,124.0,21.65,79.0,1.0
257.0,193.0,25.0,65.0,901.0,354.0,97.0,0.06,162.0,76.0,0.78,719.0,20.0,0.2,1672.0,0.0,60.0,0.62,944.7,105.51,10517129.91,33.23,11394.0,0.01,584284.97,99676.91,0.21,96.0,177.0,624.0,0.03,4326.0,7068.0,410.0,20.0,2897.0,36.62,1737.0,1.0
10.0,1.0,1.0,0.0,11.0,0.0,1.0,0.03,0.0,1.0,1.0,6.0,1.0,0.0,30.0,0.0,1.0,1.0,48.99,15.68,12036.84,0.26,155.0,0.06,668.71,767.9,1.0,0.0,0.0,7.0,0.02,57.0,98.0,20.0,11.0,53.0,26.83,30.0,1.0
5.0,17.0,5.0,1.0,6.0,30.0,9.0,0.24,14.0,8.0,0.89,34.0,1.0,0.0,37.0,0.0,9.0,1.0,45.1,16.64,12487.55,0.25,143.0,0.06,693.75,750.45,0.11,8.0,15.0,27.0,0.18,64.0,79.0,25.0,13.0,51.0,15.91,38.0,1.0
10.0,11.0,4.0,1.0,6.0,16.0,6.0,0.18,8.0,5.0,0.83,24.0,1.0,0.0,32.0,0.0,5.0,0.83,33.14,17.39,10016.44,0.19,109.0,0.06,556.47,576.11,0.17,4.0,8.0,20.0,0.12,45.0,64.0,22.0,17.0,52.0,17.95,33.0,1.0
68.0,149.0,20.0,3.0,250.0,172.0,103.0,0.22,78.0,88.0,0.85,344.0,10.0,0.09,469.0,0.0,96.0,0.93,88.36,216.34,4135634.05,6.37,2356.0,0.0,229757.46,19115.98,0.1,47.0,86.0,243.0,0.13,1047.0,1309.0,196.0,81.0,793.0,35.04,472.0,1.0
16.0,21.0,5.0,34.0,2.0,38.0,11.0,0.16,18.0,6.0,0.55,45.0,11.0,1.0,34.0,0.0,7.0,0.64,49.51,16.75,13890.27,0.28,151.0,0.06,771.68,829.27,1.0,10.0,19.0,36.0,0.12,67.0,84.0,30.0,15.0,90.0,51.43,68.0,1.0
4.0,3.0,3.0,0.0,2.0,4.0,2.0,0.22,2.0,2.0,1.0,7.0,1.0,0.0,9.0,0.0,1.0,0.5,15.86,8.57,1165.15,0.05,32.0,0.12,64.73,135.93,0.5,1.0,2.0,7.0,0.12,10.0,22.0,7.0,12.0,17.0,18.18,9.0,1.0
22.0,121.0,15.0,9.0,119.0,156.0,72.0,0.28,58.0,35.0,0.49,220.0,32.0,0.44,244.0,0.0,43.0,0.6,58.08,132.62,1021587.14,2.57,985.0,0.01,56754.84,7702.88,0.44,49.0,79.0,150.0,0.18,440.0,545.0,141.0,85.0,396.0,34.41,253.0,1.0
8.0,17.0,1.0,4.0,11.0,32.0,9.0,0.23,16.0,1.0,0.11,34.0,1.0,0.0,36.0,0.0,5.0,0.56,40.36,24.47,24167.17,0.33,175.0,0.04,1342.62,987.67,0.11,8.0,16.0,27.0,0.14,87.0,88.0,32.0,18.0,65.0,29.41,40.0,1.0
2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.01,0.0,1.0,1.0,4.0,1.0,0.0,67.0,0.0,1.0,1.0,306.07,5.75,10119.5,0.59,280.0,0.17,562.19,1759.91,1.0,0.0,0.0,5.0,0.01,138.0,142.0,72.0,6.0,73.0,2.9,67.0,1.0
5.0,17.0,1.0,1.0,18.0,22.0,10.0,0.18,10.0,2.0,0.2,30.0,1.0,0.0,55.0,0.0,2.0,0.2,23.14,31.5,22962.22,0.24,141.0,0.03,1275.68,728.96,0.1,6.0,11.0,22.0,0.12,45.0,96.0,15.0,21.0,81.0,25.68,56.0,1.0
0.0,3.0,4.0,1.0,1.0,4.0,2.0,0.13,2.0,2.0,1.0,8.0,1.0,0.0,14.0,0.0,2.0,1.0,40.28,7.2,2088.0,0.1,58.0,0.14,116.0,290.0,0.5,1.0,2.0,8.0,0.11,24.0,34.0,20.0,12.0,18.0,12.5,15.0,1.0
21.0,17.0,5.0,20.0,22.0,32.0,9.0,0.13,16.0,7.0,0.78,38.0,1.0,0.0,47.0,0.0,4.0,0.44,43.41,29.97,38986.01,0.43,224.0,0.03,2165.89,1300.85,0.11,8.0,16.0,31.0,0.08,86.0,138.0,33.0,23.0,112.0,47.19,67.0,1.0
14.0,5.0,8.0,3.0,14.0,4.0,3.0,0.11,2.0,1.0,0.33,21.0,1.0,0.0,25.0,0.0,2.0,0.67,52.14,19.36,19551.3,0.34,178.0,0.05,1086.18,1009.69,0.33,1.0,2.0,20.0,0.04,71.0,107.0,33.0,18.0,68.0,40.48,28.0,1.0
6.0,49.0,0.0,3.0,0.0,46.0,25.0,0.47,10.0,1.0,0.04,60.0,24.0,0.96,50.0,0.0,25.0,1.0,28.77,33.6,32482.4,0.32,199.0,0.03,1804.58,966.74,0.96,18.0,37.0,37.0,0.37,72.0,127.0,15.0,14.0,67.0,5.66,53.0,1.0
4.0,7.0,2.0,1.0,1.0,12.0,4.0,0.27,6.0,3.0,0.75,17.0,1.0,0.0,14.0,0.0,4.0,1.0,21.78,10.38,2348.77,0.08,50.0,0.1,130.49,226.18,0.25,3.0,6.0,15.0,0.18,27.0,23.0,13.0,10.0,22.0,12.5,15.0,1.0
3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.15,0.0,2.0,1.0,6.0,1.0,0.0,13.0,0.0,2.0,1.0,20.27,7.15,1036.36,0.05,33.0,0.14,57.58,144.95,0.5,0.0,0.0,6.0,0.1,13.0,20.0,10.0,11.0,20.0,0.0,13.0,1.0
23.0,49.0,5.0,1.0,4.0,94.0,25.0,0.16,46.0,21.0,0.84,107.0,1.0,0.0,159.0,0.0,21.0,0.84,71.56,61.82,273481.56,1.47,717.0,0.02,15193.42,4423.84,0.04,24.0,47.0,84.0,0.13,281.0,436.0,50.0,22.0,189.0,3.05,160.0,1.0
15.0,29.0,5.0,1.0,59.0,46.0,15.0,0.19,18.0,5.0,0.33,58.0,10.0,0.64,77.0,0.0,9.0,0.6,40.08,42.96,73978.89,0.57,310.0,0.02,4109.93,1721.92,0.67,14.0,23.0,45.0,0.1,116.0,194.0,27.0,20.0,154.0,43.8,78.0,1.0
