l,n_0,n_1,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_2,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_3,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,n_4,n_5,n_6,n_7,n_8,n_9
-1.0,8.0,13.0,3.0,0.43,21.0,7.0,1.0,16.0,0.0,19.37,22.0,9373.21,1.0,0.14,97.0,0.05,520.73,426.05,1.0,6.0,8.0,16.0,0.26,0.0,40.0,57.0,10.0,11.0,27.0,11.11,16.0,,,2.0,16.0,7.0,0.44,4.0,4.0
-1.0,6.0,17.0,2.0,0.22,36.0,5.0,0.5,24.0,2.0,32.25,23.09,17192.85,2.0,0.25,139.0,0.04,955.16,744.7,0.56,8.0,16.0,29.0,0.26,3.0,59.0,80.0,23.0,18.0,34.0,11.11,27.0,,,0.0,32.0,9.0,0.33,16.0,2.0
-1.0,1.0,5.0,3.0,1.0,11.0,1.0,0.0,8.0,0.0,22.95,7.27,1213.88,3.0,0.06,38.0,0.14,67.44,166.91,0.33,2.0,4.0,10.0,0.23,2.0,16.0,22.0,11.0,10.0,13.0,27.27,10.0,,,1.0,8.0,3.0,0.3,4.0,2.0
-1.0,6.0,9.0,3.0,0.6,14.0,5.0,1.0,10.0,0.0,19.49,9.75,1852.4,2.0,0.06,42.0,0.1,102.91,189.99,1.0,4.0,6.0,11.0,0.24,1.0,15.0,27.0,10.0,13.0,21.0,28.57,11.0,,,3.0,12.0,5.0,0.45,4.0,3.0
-1.0,2.0,5.0,1.0,0.33,9.0,1.0,0.0,10.0,1.0,13.12,10.83,1539.78,0.0,0.05,31.0,0.09,85.54,142.13,0.33,2.0,4.0,8.0,0.23,0.0,13.0,18.0,9.0,15.0,13.0,0.0,10.0,,,0.0,8.0,3.0,0.3,4.0,2.0
-1.0,5.0,3.0,2.0,1.0,9.0,1.0,0.0,13.0,1.0,28.35,11.7,3880.98,3.0,0.11,69.0,0.09,215.61,331.71,0.5,1.0,2.0,9.0,0.1,0.0,27.0,42.0,15.0,13.0,21.0,13.33,13.0,,,2.0,4.0,2.0,0.15,2.0,2.0
-1.0,10.0,9.0,2.0,0.4,20.0,3.0,0.5,14.0,1.0,26.25,13.59,4846.95,3.0,0.12,72.0,0.07,269.28,356.7,0.6,4.0,8.0,17.0,0.14,4.0,33.0,39.0,17.0,14.0,35.0,41.67,18.0,,,6.0,16.0,5.0,0.28,8.0,2.0
-1.0,5.0,3.0,2.0,1.0,13.0,1.0,0.0,13.0,0.0,39.87,6.9,1898.17,6.0,0.09,60.0,0.14,105.45,275.1,0.5,1.0,2.0,13.0,0.07,2.0,23.0,37.0,15.0,9.0,28.0,40.91,15.0,,,7.0,4.0,2.0,0.13,2.0,2.0
-1.0,5.0,3.0,1.0,0.5,7.0,1.0,0.0,14.0,1.0,41.58,15.91,10529.3,2.0,0.22,129.0,0.06,584.96,661.68,0.5,1.0,2.0,7.0,0.08,0.0,61.0,68.0,23.0,12.0,24.0,22.22,14.0,,,4.0,4.0,2.0,0.14,2.0,2.0
-1.0,0.0,3.0,1.0,0.5,6.0,1.0,0.0,6.0,5.0,16.82,8.33,1168.18,0.0,0.05,33.0,0.12,64.9,140.18,0.5,1.0,2.0,6.0,0.25,0.0,15.0,18.0,9.0,10.0,8.0,14.29,6.0,,,1.0,4.0,2.0,0.33,2.0,2.0
-1.0,5.0,5.0,1.0,0.33,11.0,1.0,0.0,17.0,2.0,20.73,8.73,1579.13,1.0,0.06,40.0,0.11,87.73,180.94,0.33,2.0,4.0,10.0,0.1,0.0,16.0,24.0,11.0,12.0,30.0,29.17,17.0,,,7.0,8.0,3.0,0.18,4.0,2.0
-1.0,0.0,5.0,3.0,1.0,14.0,1.0,0.0,8.0,0.0,24.59,11.38,3181.51,5.0,0.09,57.0,0.09,176.75,279.69,0.33,2.0,4.0,13.0,0.33,0.0,26.0,31.0,16.0,14.0,9.0,0.0,8.0,,,0.0,8.0,3.0,0.38,4.0,2.0
-1.0,1.0,19.0,5.0,0.5,39.0,7.0,0.67,20.0,2.0,31.94,20.33,13197.22,7.0,0.22,122.0,0.05,733.18,649.28,0.7,9.0,15.0,31.0,0.43,1.0,55.0,67.0,23.0,17.0,23.0,4.76,21.0,,,0.0,30.0,10.0,0.48,12.0,2.5
-1.0,1.0,7.0,2.0,0.5,14.0,4.0,1.0,6.0,0.0,10.28,10.0,1027.99,1.0,0.03,27.0,0.1,57.11,102.8,1.0,3.0,6.0,12.0,0.5,0.0,8.0,19.0,4.0,10.0,8.0,0.0,6.0,,,0.0,12.0,4.0,0.67,6.0,2.0
-1.0,7.0,5.0,1.0,0.33,11.0,1.0,0.0,17.0,2.0,27.46,13.36,4903.83,1.0,0.12,88.0,0.07,272.44,366.95,0.33,2.0,4.0,10.0,0.11,3.0,42.0,46.0,11.0,7.0,28.0,15.0,20.0,,,0.0,8.0,3.0,0.15,4.0,2.0
-1.0,4.0,3.0,2.0,1.0,9.0,1.0,0.0,17.0,1.0,27.97,23.08,14896.06,3.0,0.22,139.0,0.04,827.56,645.5,0.5,1.0,2.0,9.0,0.09,0.0,50.0,89.0,13.0,12.0,22.0,0.0,17.0,,,0.0,4.0,2.0,0.12,2.0,2.0
-1.0,1.0,3.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,19.12,6.0,688.28,0.0,0.04,31.0,0.17,38.24,114.71,0.5,1.0,2.0,6.0,0.14,1.0,14.0,17.0,7.0,6.0,14.0,8.33,12.0,,,0.0,4.0,2.0,0.17,2.0,2.0
-1.0,3.0,9.0,4.0,0.8,21.0,1.0,0.0,24.0,0.0,31.59,18.2,10462.88,3.0,0.19,113.0,0.05,581.27,574.88,0.2,4.0,8.0,18.0,0.18,0.0,52.0,61.0,20.0,14.0,28.0,0.0,24.0,,,0.0,16.0,5.0,0.21,8.0,2.0
-1.0,1.0,3.0,1.0,0.5,7.0,1.0,0.0,8.0,1.0,13.4,5.25,369.2,1.0,0.02,18.0,0.19,20.51,70.32,0.5,1.0,2.0,7.0,0.2,0.0,7.0,11.0,6.0,9.0,10.0,0.0,8.0,,,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,0.0,5.0,2.0,0.67,10.0,1.0,0.0,3.0,0.0,15.29,8.89,1208.3,1.0,0.05,32.0,0.11,67.13,135.93,0.33,2.0,4.0,9.0,0.75,0.0,16.0,16.0,9.0,10.0,4.0,0.0,3.0,,,0.0,8.0,3.0,1.0,4.0,2.0
-1.0,1.0,13.0,2.0,0.29,24.0,1.0,0.0,14.0,0.0,29.59,14.55,6259.35,2.0,0.14,82.0,0.07,347.74,430.33,0.14,6.0,11.0,19.0,0.44,0.0,40.0,42.0,22.0,16.0,16.0,0.0,14.0,,,0.0,22.0,7.0,0.5,10.0,2.2
-1.0,5.0,13.0,4.0,0.57,19.0,7.0,1.0,23.0,3.0,29.28,11.78,4063.55,2.0,0.11,71.0,0.08,225.75,344.92,1.0,4.0,8.0,14.0,0.17,0.0,29.0,42.0,16.0,13.0,41.0,34.29,23.0,,,12.0,16.0,7.0,0.3,8.0,2.0
-1.0,10.0,9.0,5.0,1.0,20.0,1.0,0.0,23.0,0.0,27.2,13.43,4907.99,4.0,0.12,76.0,0.07,272.67,365.36,0.2,4.0,8.0,17.0,0.12,0.0,31.0,45.0,15.0,13.0,41.0,23.33,23.0,,,7.0,16.0,5.0,0.22,8.0,2.0
-1.0,5.0,5.0,1.0,0.33,10.0,1.0,0.0,17.0,2.0,19.77,16.0,5061.8,0.0,0.11,69.0,0.06,281.21,316.36,0.33,2.0,4.0,9.0,0.12,2.0,32.0,37.0,12.0,12.0,25.0,10.53,19.0,,,0.0,8.0,3.0,0.16,4.0,2.0
-1.0,2.0,5.0,1.0,0.33,13.0,1.0,0.0,13.0,1.0,22.29,18.67,7768.18,1.0,0.14,84.0,0.05,431.57,416.15,0.33,2.0,4.0,12.0,0.19,0.0,35.0,49.0,15.0,16.0,16.0,0.0,13.0,,,0.0,8.0,3.0,0.23,4.0,2.0
-1.0,2.0,17.0,1.0,0.11,31.0,9.0,1.0,16.0,0.0,9.47,31.5,9393.71,0.0,0.1,69.0,0.03,521.87,298.21,1.0,8.0,15.0,24.0,0.47,0.0,21.0,48.0,5.0,15.0,19.0,0.0,16.0,,,0.0,30.0,9.0,0.56,14.0,2.14
-1.0,4.0,15.0,2.0,0.25,32.0,4.0,0.43,20.0,1.0,15.74,26.13,10742.56,1.0,0.14,83.0,0.04,596.81,411.2,0.5,7.0,13.0,26.0,0.3,1.0,33.0,50.0,12.0,19.0,27.0,9.09,21.0,,,1.0,26.0,8.0,0.38,12.0,2.17
-1.0,2.0,29.0,1.0,1.0,72.0,1.0,0.0,49.0,0.0,46.96,44.27,92035.5,5.0,0.69,327.0,0.02,5113.08,2078.92,1.0,14.0,26.0,59.0,0.01,7.0,125.0,202.0,48.0,34.0,67.0,14.04,56.0,,,1.0,52.0,1.0,0.02,24.0,2.17
-1.0,1.0,7.0,1.0,0.25,15.0,1.0,0.0,16.0,1.0,13.27,21.0,5851.26,1.0,0.09,60.0,0.05,325.07,278.63,0.25,3.0,6.0,13.0,0.22,0.0,28.0,32.0,10.0,15.0,18.0,0.0,16.0,,,0.0,12.0,4.0,0.25,6.0,2.0
-1.0,1.0,7.0,3.0,0.75,17.0,4.0,1.0,11.0,1.0,16.45,14.3,3363.72,2.0,0.08,52.0,0.07,186.87,235.23,1.0,3.0,6.0,15.0,0.31,0.0,22.0,30.0,10.0,13.0,13.0,0.0,11.0,,,0.0,12.0,4.0,0.36,6.0,2.0
-1.0,48.0,5.0,1.0,0.33,21.0,1.0,0.0,32.0,3.0,93.12,15.4,22083.6,5.0,0.48,239.0,0.06,1226.87,1434.0,0.33,2.0,4.0,20.0,0.03,0.0,110.0,129.0,50.0,14.0,102.0,39.62,32.0,,,21.0,8.0,3.0,0.09,4.0,2.0
-1.0,8.0,11.0,4.0,0.67,24.0,3.0,0.4,39.0,1.0,49.03,15.89,12381.56,6.0,0.26,133.0,0.06,687.86,779.11,0.5,5.0,9.0,20.0,0.1,0.0,56.0,77.0,37.0,21.0,59.0,22.0,39.0,,,11.0,18.0,6.0,0.15,8.0,2.25
-1.0,11.0,13.0,5.0,0.71,27.0,5.0,0.67,29.0,0.0,50.36,13.68,9420.58,7.0,0.23,124.0,0.07,523.37,688.77,0.71,6.0,10.0,22.0,0.17,1.0,53.0,71.0,31.0,16.0,42.0,3.33,30.0,,,0.0,20.0,7.0,0.23,8.0,2.5
-1.0,11.0,11.0,3.0,0.5,22.0,1.0,0.0,43.0,1.0,47.47,22.17,23323.93,1.0,0.35,182.0,0.05,1295.77,1052.21,0.17,5.0,10.0,18.0,0.07,1.0,84.0,98.0,36.0,19.0,83.0,39.44,44.0,,,27.0,20.0,6.0,0.14,10.0,2.0
-1.0,15.0,21.0,3.0,0.27,48.0,5.0,0.4,62.0,0.0,44.17,19.55,16883.11,2.0,0.29,153.0,0.05,937.95,863.51,0.45,10.0,19.0,39.0,0.1,15.0,54.0,99.0,29.0,21.0,105.0,30.34,77.0,,,12.0,38.0,11.0,0.14,18.0,2.11
-1.0,1.0,5.0,3.0,1.0,12.0,1.0,0.0,13.0,1.0,19.11,10.5,2107.08,2.0,0.07,45.0,0.1,117.06,200.67,0.33,2.0,4.0,11.0,0.19,0.0,21.0,24.0,11.0,11.0,16.0,7.14,13.0,,,1.0,8.0,3.0,0.23,4.0,2.0
-1.0,27.0,39.0,10.0,0.5,66.0,12.0,0.58,87.0,2.0,92.24,23.83,52396.16,7.0,0.73,337.0,0.04,2910.9,2198.44,0.6,19.0,33.0,48.0,0.13,2.0,143.0,194.0,69.0,23.0,152.0,29.84,89.0,,,35.0,62.0,20.0,0.22,24.0,2.58
-1.0,4.0,3.0,1.0,0.5,7.0,1.0,0.0,9.0,1.0,17.4,11.5,2301.8,0.0,0.07,48.0,0.09,127.88,200.16,0.5,1.0,2.0,7.0,0.14,0.0,23.0,25.0,9.0,9.0,14.0,0.0,9.0,,,0.0,4.0,2.0,0.22,2.0,2.0
-1.0,37.0,48.0,1.0,0.04,93.0,13.0,0.46,116.0,4.0,111.77,28.44,90416.52,0.0,1.06,485.0,0.04,5023.14,3178.98,0.48,20.0,40.0,68.0,0.13,1.0,157.0,328.0,69.0,25.0,203.0,29.7,117.0,,,48.0,80.0,27.0,0.23,40.0,2.0
-1.0,0.0,13.0,3.0,0.43,25.0,1.0,0.0,11.0,1.0,11.3,26.81,8126.06,1.0,0.1,69.0,0.04,451.45,303.07,0.14,8.0,14.0,20.0,0.54,0.0,33.0,36.0,8.0,13.0,13.0,8.33,11.0,,,1.0,28.0,7.0,0.64,12.0,2.33
-1.0,1.0,35.0,6.0,0.33,58.0,13.0,0.71,26.0,0.0,37.29,35.81,47834.26,6.0,0.45,228.0,0.03,2657.46,1335.62,0.72,17.0,26.0,42.0,0.64,0.0,109.0,119.0,35.0,23.0,28.0,0.0,26.0,,,0.0,52.0,18.0,0.69,18.0,2.89
-1.0,0.0,3.0,1.0,0.5,7.0,1.0,0.0,6.0,0.0,15.09,5.83,513.33,1.0,0.03,22.0,0.17,28.52,88.0,0.5,1.0,2.0,7.0,0.25,1.0,7.0,15.0,6.0,10.0,8.0,14.29,7.0,,,0.0,4.0,2.0,0.29,2.0,2.0
-1.0,1.0,5.0,1.0,0.33,10.0,1.0,0.0,7.0,0.0,6.02,18.33,2024.24,0.0,0.04,29.0,0.05,112.46,110.41,0.33,2.0,4.0,9.0,0.33,0.0,10.0,19.0,3.0,11.0,9.0,0.0,7.0,,,0.0,8.0,3.0,0.43,4.0,2.0
-1.0,2.0,11.0,1.0,0.17,18.0,5.0,0.8,7.0,0.0,9.45,16.5,2574.0,0.0,0.05,39.0,0.06,143.0,156.0,0.83,5.0,9.0,14.0,0.6,0.0,11.0,28.0,4.0,12.0,10.0,0.0,7.0,,,0.0,18.0,6.0,0.86,8.0,2.25
-1.0,1.0,3.0,1.0,0.5,5.0,1.0,0.0,7.0,1.0,14.51,4.2,255.97,0.0,0.02,17.0,0.24,14.22,60.94,0.5,1.0,2.0,5.0,0.22,0.0,6.0,11.0,5.0,7.0,9.0,0.0,7.0,,,0.0,4.0,2.0,0.29,2.0,2.0
-1.0,4.0,11.0,2.0,0.33,21.0,3.0,0.4,19.0,0.0,17.53,23.33,9541.89,2.0,0.14,87.0,0.04,530.11,408.94,0.5,5.0,9.0,17.0,0.25,0.0,40.0,47.0,12.0,14.0,24.0,0.0,19.0,,,0.0,18.0,6.0,0.32,8.0,2.25
-1.0,3.0,7.0,1.0,0.25,12.0,3.0,0.67,10.0,1.0,10.84,13.71,2039.01,0.0,0.05,35.0,0.07,113.28,148.68,0.75,3.0,5.0,10.0,0.29,0.0,16.0,19.0,7.0,12.0,14.0,0.0,10.0,,,0.0,10.0,4.0,0.4,4.0,2.5
-1.0,9.0,5.0,3.0,1.0,10.0,1.0,0.0,17.0,0.0,32.4,9.72,3062.5,2.0,0.11,63.0,0.1,170.14,315.0,0.33,2.0,4.0,9.0,0.11,0.0,25.0,38.0,18.0,14.0,27.0,0.0,17.0,,,0.0,8.0,3.0,0.18,4.0,2.0
-1.0,4.0,3.0,1.0,0.5,6.0,1.0,0.0,9.0,0.0,18.85,8.89,1489.65,0.0,0.06,41.0,0.11,82.76,167.59,0.5,1.0,2.0,6.0,0.11,1.0,20.0,21.0,9.0,8.0,18.0,30.77,10.0,,,3.0,4.0,2.0,0.2,2.0,2.0
-1.0,1.0,5.0,3.0,1.0,15.0,1.0,0.0,21.0,0.0,41.65,8.64,3111.43,5.0,0.12,72.0,0.12,172.86,360.0,0.33,2.0,4.0,14.0,0.13,1.0,33.0,39.0,21.0,11.0,24.0,4.55,22.0,,,0.0,8.0,3.0,0.14,4.0,2.0
-1.0,23.0,13.0,6.0,0.86,31.0,3.0,0.33,33.0,1.0,34.18,27.98,26767.81,7.0,0.32,167.0,0.04,1487.1,956.56,0.43,6.0,11.0,26.0,0.08,2.0,73.0,94.0,30.0,23.0,84.0,45.0,35.0,,,25.0,22.0,7.0,0.2,10.0,2.2
-1.0,16.0,15.0,7.0,0.78,33.0,5.0,0.5,36.0,0.0,41.98,23.21,22625.5,9.0,0.32,165.0,0.04,1256.97,974.64,0.56,4.0,6.0,26.0,0.15,4.0,65.0,100.0,35.0,25.0,59.0,14.29,40.0,,,2.0,12.0,9.0,0.23,4.0,3.0
-1.0,1.0,11.0,2.0,0.33,21.0,6.0,1.0,12.0,0.0,12.67,21.85,6050.37,2.0,0.09,57.0,0.05,336.13,276.9,1.0,5.0,9.0,17.0,0.43,0.0,23.0,34.0,10.0,19.0,14.0,0.0,12.0,,,0.0,18.0,6.0,0.5,8.0,2.25
-1.0,9.0,5.0,3.0,1.0,10.0,1.0,0.0,15.0,1.0,25.82,11.67,3513.94,2.0,0.1,62.0,0.09,195.22,301.19,0.33,2.0,4.0,9.0,0.12,0.0,25.0,37.0,15.0,14.0,26.0,6.25,15.0,,,1.0,8.0,3.0,0.2,4.0,2.0
-1.0,1.0,3.0,2.0,1.0,8.0,1.0,0.0,5.0,0.0,11.2,7.5,630.0,2.0,0.03,21.0,0.13,35.0,84.0,0.5,1.0,2.0,8.0,0.29,0.0,9.0,12.0,6.0,10.0,7.0,0.0,5.0,,,0.0,4.0,2.0,0.4,2.0,2.0
-1.0,0.0,3.0,1.0,0.5,6.0,1.0,0.0,0.0,0.0,13.29,3.0,119.59,0.0,0.01,12.0,0.33,6.64,39.86,0.5,1.0,2.0,6.0,2.0,0.0,4.0,8.0,4.0,6.0,1.0,0.0,0.0,,,0.0,4.0,2.0,1.0,2.0,2.0
-1.0,22.0,19.0,7.0,0.7,42.0,5.0,0.44,50.0,0.0,69.97,32.88,75642.93,9.0,0.77,351.0,0.03,4202.39,2300.66,0.5,9.0,16.0,34.0,0.11,0.0,155.0,196.0,66.0,28.0,92.0,27.54,50.0,,,19.0,32.0,10.0,0.2,14.0,2.29
-1.0,12.0,27.0,8.0,0.53,63.0,10.0,0.64,39.0,3.0,46.29,59.06,161452.64,2.0,0.91,446.0,0.02,8969.59,2733.66,0.67,11.0,20.0,50.0,0.26,3.0,167.0,279.0,41.0,29.0,57.0,11.36,42.0,,,2.0,40.0,15.0,0.36,18.0,2.22
-1.0,2.0,3.0,2.0,1.0,7.0,1.0,0.0,8.0,0.0,19.62,6.67,871.99,2.0,0.04,32.0,0.15,48.44,130.8,0.5,1.0,2.0,7.0,0.17,0.0,15.0,17.0,9.0,8.0,12.0,11.11,8.0,,,1.0,4.0,2.0,0.25,2.0,2.0
-1.0,2.0,9.0,1.0,0.2,18.0,4.0,0.75,11.0,0.0,7.24,21.0,3192.0,0.0,0.05,38.0,0.05,177.33,152.0,0.8,4.0,8.0,15.0,0.36,0.0,14.0,24.0,4.0,12.0,14.0,0.0,11.0,,,0.0,16.0,5.0,0.45,8.0,2.0
-1.0,1.0,15.0,2.0,0.25,26.0,7.0,0.86,11.0,0.0,15.48,21.0,6826.47,1.0,0.11,70.0,0.05,379.25,325.07,0.88,7.0,12.0,20.0,0.62,0.0,28.0,42.0,10.0,15.0,13.0,0.0,11.0,,,0.0,24.0,8.0,0.73,10.0,2.4
-1.0,3.0,3.0,1.0,0.5,6.0,1.0,0.0,10.0,2.0,8.79,12.0,1265.83,0.0,0.04,27.0,0.08,70.32,105.49,0.5,1.0,2.0,6.0,0.14,0.0,12.0,15.0,5.0,10.0,14.0,0.0,10.0,,,0.0,4.0,2.0,0.2,2.0,2.0
-1.0,1.0,7.0,2.0,0.5,15.0,3.0,0.67,17.0,0.0,18.99,16.32,5067.07,1.0,0.1,66.0,0.06,281.5,310.23,0.75,3.0,6.0,13.0,0.2,1.0,28.0,38.0,12.0,14.0,20.0,5.56,18.0,,,0.0,12.0,4.0,0.22,6.0,2.0
-1.0,3.0,7.0,3.0,0.75,14.0,1.0,0.0,13.0,3.0,16.66,27.3,12420.23,2.0,0.15,88.0,0.04,690.01,454.95,0.25,3.0,6.0,12.0,0.24,0.0,39.0,49.0,15.0,21.0,17.0,0.0,13.0,,,0.0,12.0,4.0,0.31,6.0,2.0
1.0,20.0,12.0,4.0,0.57,22.0,1.0,0.0,27.0,5.0,23.63,21.45,10872.53,3.0,0.17,94.0,0.05,604.03,506.88,0.14,4.0,7.0,17.0,0.13,0.0,39.0,55.0,20.0,22.0,52.0,12.9,27.0,,,4.0,14.0,7.0,0.26,6.0,2.33
1.0,39.0,41.0,5.0,0.24,98.0,4.0,0.15,150.0,3.0,85.6,33.3,94929.66,4.0,0.95,430.0,0.03,5273.87,2850.62,0.19,20.0,40.0,79.0,0.08,2.0,187.0,243.0,73.0,26.0,254.0,29.91,152.0,,,62.0,80.0,21.0,0.14,40.0,2.0
1.0,9.0,13.0,4.0,0.57,30.0,4.0,0.5,28.0,3.0,42.78,14.1,8504.78,3.0,0.2,108.0,0.07,472.49,603.18,0.57,6.0,12.0,25.0,0.17,3.0,47.0,61.0,30.0,18.0,42.0,12.5,31.0,,,1.0,24.0,7.0,0.23,12.0,2.0
1.0,2.0,5.0,1.0,0.33,12.0,1.0,0.0,13.0,1.0,17.5,12.5,2734.06,2.0,0.07,46.0,0.08,151.89,218.72,0.33,2.0,4.0,11.0,0.15,1.0,20.0,26.0,12.0,15.0,20.0,23.53,14.0,,,3.0,8.0,3.0,0.21,4.0,2.0
1.0,36.0,13.0,4.0,0.57,38.0,3.0,0.33,120.0,1.0,118.33,59.93,424927.99,8.0,2.36,1002.0,0.02,23607.11,7090.97,0.43,5.0,9.0,33.0,0.03,0.0,458.0,544.0,107.0,28.0,218.0,25.93,120.0,,,42.0,18.0,7.0,0.06,8.0,2.25
1.0,8.0,3.0,2.0,1.0,9.0,1.0,0.0,28.0,0.0,72.35,9.93,7127.8,5.0,0.24,140.0,0.1,395.99,718.1,0.5,1.0,2.0,9.0,0.02,1.0,67.0,73.0,27.0,8.0,106.0,12.5,29.0,,,3.0,4.0,2.0,0.07,2.0,2.0
-1.0,0.0,17.0,2.0,0.22,30.0,3.0,0.25,31.0,6.0,27.36,29.33,23526.15,2.0,0.27,154.0,0.03,1307.01,802.26,0.33,8.0,13.0,23.0,0.28,0.0,69.0,85.0,20.0,17.0,32.0,0.0,31.0,,,0.0,26.0,9.0,0.29,10.0,2.6
-1.0,6.0,5.0,3.0,1.0,13.0,1.0,0.0,21.0,2.0,33.54,13.0,5667.6,3.0,0.15,88.0,0.08,314.87,435.97,0.33,2.0,4.0,12.0,0.11,0.0,36.0,52.0,18.0,13.0,28.0,0.0,21.0,,,0.0,8.0,3.0,0.14,4.0,2.0
-1.0,10.0,13.0,3.0,0.43,22.0,1.0,0.0,16.0,3.0,42.41,15.45,10128.75,2.0,0.22,124.0,0.06,562.71,655.39,0.14,6.0,11.0,17.0,0.21,2.0,40.0,84.0,22.0,17.0,34.0,30.43,18.0,,,5.0,22.0,7.0,0.39,10.0,2.2
-1.0,4.0,7.0,3.0,0.75,16.0,1.0,0.0,12.0,1.0,40.37,13.0,6822.31,4.0,0.17,100.0,0.08,379.02,524.79,0.25,3.0,6.0,14.0,0.18,1.0,50.0,50.0,25.0,13.0,22.0,29.41,13.0,,,4.0,12.0,4.0,0.31,6.0,2.0
-1.0,8.0,3.0,2.0,1.0,7.0,1.0,0.0,10.0,4.0,26.99,6.97,1309.86,2.0,0.06,40.0,0.14,72.77,188.02,0.5,1.0,2.0,7.0,0.1,1.0,19.0,21.0,15.0,11.0,20.0,9.09,11.0,,,0.0,4.0,2.0,0.18,2.0,2.0
-1.0,13.0,3.0,1.0,0.5,15.0,1.0,0.0,33.0,0.0,56.88,16.48,15453.19,2.0,0.31,175.0,0.06,858.51,937.57,0.5,1.0,2.0,15.0,0.03,0.0,71.0,104.0,28.0,13.0,58.0,25.0,33.0,,,11.0,4.0,2.0,0.06,2.0,2.0
-1.0,19.0,15.0,2.0,0.25,36.0,4.0,0.43,64.0,1.0,44.02,37.19,60876.7,3.0,0.55,268.0,0.03,3382.04,1637.08,0.5,7.0,14.0,30.0,0.06,2.0,123.0,145.0,43.0,26.0,125.0,39.05,66.0,,,39.0,28.0,8.0,0.12,14.0,2.0
-1.0,2.0,11.0,1.0,0.17,18.0,5.0,0.8,7.0,2.0,9.45,16.5,2574.0,0.0,0.05,39.0,0.06,143.0,156.0,0.83,5.0,9.0,14.0,0.6,0.0,11.0,28.0,4.0,12.0,10.0,0.0,7.0,,,0.0,18.0,6.0,0.86,8.0,2.25
-1.0,3.0,5.0,1.0,0.33,11.0,1.0,0.0,5.0,2.0,13.29,10.29,1406.48,0.0,0.05,35.0,0.1,78.14,136.74,0.33,2.0,4.0,10.0,0.33,0.0,18.0,17.0,7.0,8.0,9.0,0.0,5.0,,,0.0,8.0,3.0,0.6,4.0,2.0
-1.0,15.0,5.0,2.0,0.67,13.0,1.0,0.0,15.0,3.0,38.86,14.28,7924.93,3.0,0.18,105.0,0.07,440.27,554.97,0.33,2.0,4.0,12.0,0.05,3.0,51.0,54.0,25.0,14.0,55.0,61.54,18.0,,,21.0,8.0,3.0,0.17,4.0,2.0
-1.0,0.0,3.0,1.0,0.5,5.0,1.0,0.0,3.0,0.0,10.28,4.38,196.76,0.0,0.01,13.0,0.23,10.93,44.97,0.5,2.0,3.0,5.0,0.5,0.0,5.0,8.0,4.0,7.0,4.0,0.0,3.0,,,0.0,6.0,2.0,0.67,2.0,3.0
-1.0,0.0,5.0,2.0,0.67,10.0,3.0,1.0,18.0,1.0,30.6,9.39,2697.84,2.0,0.1,58.0,0.11,149.88,287.34,1.0,2.0,3.0,9.0,0.16,0.0,26.0,32.0,18.0,13.0,19.0,0.0,18.0,,,0.0,6.0,3.0,0.17,2.0,3.0
-1.0,10.0,15.0,4.0,0.5,26.0,1.0,0.0,23.0,1.0,40.2,22.79,20877.45,2.0,0.31,171.0,0.04,1159.86,916.14,0.13,7.0,12.0,20.0,0.17,3.0,79.0,92.0,26.0,15.0,46.0,34.29,26.0,,,9.0,24.0,8.0,0.31,10.0,2.4
-1.0,3.0,3.0,1.0,0.5,6.0,1.0,0.0,11.0,2.0,25.04,7.33,1346.57,0.0,0.06,47.0,0.14,74.81,183.62,0.5,1.0,2.0,6.0,0.11,1.0,22.0,25.0,9.0,6.0,18.0,21.43,12.0,,,2.0,4.0,2.0,0.17,2.0,2.0
-1.0,1.0,3.0,2.0,1.0,7.0,1.0,0.0,15.0,1.0,16.95,16.5,4614.93,2.0,0.09,57.0,0.06,256.39,279.69,0.5,1.0,2.0,7.0,0.12,0.0,22.0,35.0,12.0,18.0,17.0,0.0,15.0,,,0.0,4.0,2.0,0.13,2.0,2.0
-1.0,1.0,3.0,1.0,0.5,5.0,1.0,0.0,7.0,1.0,14.51,4.2,255.97,0.0,0.02,17.0,0.24,14.22,60.94,0.5,1.0,2.0,5.0,0.22,0.0,6.0,11.0,5.0,7.0,9.0,0.0,7.0,,,0.0,4.0,2.0,0.29,2.0,2.0
-1.0,3.0,3.0,2.0,1.0,10.0,1.0,0.0,13.0,0.0,22.46,15.0,5053.28,2.0,0.11,68.0,0.07,280.74,336.89,0.5,1.0,2.0,10.0,0.11,0.0,32.0,36.0,16.0,15.0,18.0,7.14,13.0,,,1.0,4.0,2.0,0.15,2.0,2.0
-1.0,3.0,9.0,4.0,0.8,21.0,3.0,0.5,11.0,2.0,15.17,23.86,8637.06,5.0,0.12,77.0,0.04,479.84,361.93,0.6,4.0,8.0,18.0,0.33,0.0,35.0,42.0,11.0,15.0,15.0,0.0,11.0,,,0.0,16.0,5.0,0.45,8.0,2.0
